C,D,S,SARCYear,STES,SNTS,SPTS,SPNTS,SMES,STEM,SNTM,SPTM,SPNTEM,SMMEM,STEF,SNTF,SPTF,SPNTEF,SMMEF,STEAI,SNTAI,SPTAI,SPNTAI,SMEAI,STEAS,SNTAS,SPTAS,SPNTAS,SMEAS,STEPI,SNTPI,SPTPI,SPNTPI,SMEPI,STEFI,SNTFI,SPTFI,SPNTFI,SMEFI,STEHI,SNTHI,SPTHI,SPNTHI,SMEHI,STEAA,SNTAA,SPTAA,SPNTAA,SMEAA,STEWH,SNTWH,SPTWH,SPNTWH,SMEWH,STEMR,SNTMR,SPTMR,SPNTMR,SMEMR,STELEP,SNTLEP,SPTLEP,SPNTLEP,SMELEP,STEFY,SNTFY,SPTFY,SPNTFY,SMEFY,STEH,SNTH,SPTH,SPNTH,SMEH,STEMIL,SNTMIL,SPTMIL,SPNTMIL,SMEMIL,STESD,SNTSD,SPTSD,SPNTSD,SMESD,STEMIG,SNTMIG,SPTMIG,SPNTMIG,SMEMIG,STEDI,SNTDI,SPTDI,SPNTDI,SMEDI
01,61150,6090435,2020-2021,79,78,98.73,1.27,58.97,41,40,97.56,2.44,67.50,38,38,100.00,0.00,50.00,0,0,0,0,0,23,23,100.00,0.00,65.22,0,0,0,0,0,--,--,--,--,--,15,15,100.00,0.00,46.67,--,--,--,--,--,24,23,95.83,4.17,56.52,14,14,100.00,0.00,71.43,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--
19,75713,6011050,2020-2021,147,NT,NT,NT,NT,59,NT,NT,NT,NT,88,NT,NT,NT,NT,0,0,0,0,0,58,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,82,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,27,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,101,NT,NT,NT,NT,0,0,0,0,0,15,NT,NT,NT,NT
19,64733,6018758,2020-2021,117,NT,NT,NT,NT,65,NT,NT,NT,NT,52,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,96,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,42,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,111,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
31,66761,6031009,2020-2021,123,118,95.93,4.07,44.92,51,48,94.12,5.88,52.08,72,70,97.22,2.78,40.00,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,19,19,100.00,0.00,47.37,0,0,0,0,0,92,90,97.83,2.17,41.11,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,15,14,93.33,6.67,21.43,0,0,0,0,0,15,12,80.00,20.00,8.33
55,72389,5536503,2020-2021,320,294,91.88,8.12,31.97,159,146,91.82,8.18,34.25,160,147,91.88,8.12,29.93,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,66,60,90.91,9.09,23.33,0,0,0,0,0,220,200,90.91,9.09,35.00,16,16,100.00,0.00,25.00,12,11,91.67,8.33,18.18,--,--,--,--,--,12,10,83.33,16.67,--,--,--,--,--,--,83,74,89.16,10.84,29.73,0,0,0,0,0,32,28,87.50,12.50,3.57
19,64725,6015119,2020-2021,133,NT,NT,NT,NT,65,NT,NT,NT,NT,68,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,101,NT,NT,NT,NT,24,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,27,NT,NT,NT,NT,--,NT,NT,NT,NT,34,NT,NT,NT,NT,0,0,0,0,0,101,NT,NT,NT,NT,0,0,0,0,0,18,NT,NT,NT,NT
36,67652,3633906,2020-2021,624,315,50.48,49.52,14.47,300,135,45.00,55.00,17.29,324,180,55.56,44.44,12.36,--,--,--,--,--,29,21,72.41,27.59,38.10,--,--,--,--,--,--,--,--,--,--,550,277,50.36,49.64,12.41,11,7,63.64,36.36,--,15,5,33.33,66.67,--,--,--,--,--,--,52,18,34.62,65.38,0.00,--,--,--,--,--,178,70,39.33,60.67,5.71,0,0,0,0,0,312,142,45.51,54.49,11.43,0,0,0,0,0,54,11,20.37,79.63,0.00
48,70581,6051502,2020-2021,108,NT,NT,NT,NT,61,NT,NT,NT,NT,47,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,11,NT,NT,NT,NT,57,NT,NT,NT,NT,32,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,36,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,98,NT,NT,NT,NT,0,0,0,0,0,12,NT,NT,NT,NT
56,72652,6062152,2020-2021,231,173,74.89,25.11,19.50,127,99,77.95,22.05,19.32,104,74,71.15,28.85,19.72,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,158,113,71.52,28.48,6.93,--,--,--,--,--,53,42,79.25,20.75,45.00,--,--,--,--,--,68,50,73.53,26.47,0.00,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,108,80,74.07,25.93,10.96,--,--,--,--,--,42,30,71.43,28.57,0.00
19,64733,0125609,2020-2021,121,NT,NT,NT,NT,69,NT,NT,NT,NT,52,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,69,NT,NT,NT,NT,50,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,23,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,NT,NT,NT,NT,0,0,0,0,0,21,NT,NT,NT,NT
30,66746,6030795,2020-2021,81,NT,NT,NT,NT,44,NT,NT,NT,NT,37,NT,NT,NT,NT,0,0,0,0,0,36,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,42,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,42,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,69,NT,NT,NT,NT,0,0,0,0,0,11,NT,NT,NT,NT
19,64733,6018196,2020-2021,117,NT,NT,NT,NT,49,NT,NT,NT,NT,68,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,30,NT,NT,NT,NT,--,NT,NT,NT,NT,79,NT,NT,NT,NT,--,NT,NT,NT,NT,27,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,96,NT,NT,NT,NT,0,0,0,0,0,11,NT,NT,NT,NT
19,64733,6018949,2020-2021,47,NT,NT,NT,NT,23,NT,NT,NT,NT,24,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,36,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
23,65615,2330454,2020-2021,59,55,93.22,6.78,3.70,28,26,92.86,7.14,8.00,30,28,93.33,6.67,0.00,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,37,90.24,9.76,2.70,0,0,0,0,0,13,13,100.00,0.00,0.00,--,--,--,--,--,13,13,100.00,0.00,0.00,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,38,35,92.11,7.89,5.71,--,--,--,--,--,--,--,--,--,--
48,70581,6051379,2020-2021,82,NT,NT,NT,NT,43,NT,NT,NT,NT,39,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,14,NT,NT,NT,NT,24,NT,NT,NT,NT,29,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,57,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
30,73643,3032919,2020-2021,152,NT,NT,NT,NT,112,NT,NT,NT,NT,40,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,124,NT,NT,NT,NT,--,NT,NT,NT,NT,16,NT,NT,NT,NT,--,NT,NT,NT,NT,54,NT,NT,NT,NT,--,NT,NT,NT,NT,16,NT,NT,NT,NT,0,0,0,0,0,105,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
01,61259,6002018,2020-2021,114,NT,NT,NT,NT,39,NT,NT,NT,NT,75,NT,NT,NT,NT,0,0,0,0,0,88,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,36,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,NT,NT,NT,NT,0,0,0,0,0,12,NT,NT,NT,NT
42,69112,0111773,2020-2021,87,23,26.44,73.56,30.43,39,10,25.64,74.36,--,48,13,27.08,72.92,23.08,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,33,7,21.21,78.79,--,0,0,0,0,0,44,14,31.82,68.18,42.86,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,23.08,76.92,--,0,0,0,0,0,--,--,--,--,--
01,61259,0110189,2020-2021,74,NT,NT,NT,NT,35,NT,NT,NT,NT,39,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,62,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,63,NT,NT,NT,NT,0,0,0,0,0,17,NT,NT,NT,NT
13,63073,6008304,2020-2021,132,NT,NT,NT,NT,69,NT,NT,NT,NT,63,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,125,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,46,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,121,NT,NT,NT,NT,24,NT,NT,NT,NT,23,NT,NT,NT,NT
19,64733,6015853,2020-2021,35,NT,NT,NT,NT,14,NT,NT,NT,NT,21,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,30,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,32,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
21,65417,6024558,2020-2021,79,3,3.80,96.20,--,46,1,2.17,97.83,--,33,2,6.06,93.94,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,26,1,3.85,96.15,--,--,--,--,--,--,43,0,0.00,100.00,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,22,0,0.00,100.00,--,0,0,0,0,0,--,--,--,--,--
19,64733,6017883,2020-2021,125,NT,NT,NT,NT,67,NT,NT,NT,NT,58,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,93,NT,NT,NT,NT,--,NT,NT,NT,NT,14,NT,NT,NT,NT,--,NT,NT,NT,NT,28,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,114,NT,NT,NT,NT,0,0,0,0,0,23,NT,NT,NT,NT
01,61291,0134528,2020-2021,95,NT,NT,NT,NT,53,NT,NT,NT,NT,42,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,68,NT,NT,NT,NT,11,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,33,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,64,NT,NT,NT,NT,0,0,0,0,0,13,NT,NT,NT,NT
36,75077,3630423,2020-2021,451,NT,NT,NT,NT,240,NT,NT,NT,NT,211,NT,NT,NT,NT,--,NT,NT,NT,NT,12,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,222,NT,NT,NT,NT,18,NT,NT,NT,NT,188,NT,NT,NT,NT,--,NT,NT,NT,NT,25,NT,NT,NT,NT,--,NT,NT,NT,NT,36,NT,NT,NT,NT,--,NT,NT,NT,NT,274,NT,NT,NT,NT,0,0,0,0,0,48,NT,NT,NT,NT
15,63818,1535905,2020-2021,384,286,74.48,25.52,18.53,186,135,72.58,27.42,22.96,198,151,76.26,23.74,14.57,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,208,151,72.60,27.40,15.23,--,--,--,--,--,162,124,76.54,23.46,21.77,--,--,--,--,--,28,21,75.00,25.00,0.00,--,--,--,--,--,14,12,85.71,14.29,0.00,0,0,0,0,0,298,210,70.47,29.53,15.71,13,11,84.62,15.38,9.09,39,27,69.23,30.77,3.70
19,73460,6108336,2020-2021,99,NT,NT,NT,NT,52,NT,NT,NT,NT,47,NT,NT,NT,NT,0,0,0,0,0,67,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,15,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
30,73650,6096200,2020-2021,52,NT,NT,NT,NT,24,NT,NT,NT,NT,28,NT,NT,NT,NT,0,0,0,0,0,18,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,11,NT,NT,NT,NT,0,0,0,0,0,15,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
19,64733,6016869,2020-2021,84,NT,NT,NT,NT,37,NT,NT,NT,NT,47,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,26,NT,NT,NT,NT,0,0,0,0,0,41,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,30,NT,NT,NT,NT,0,0,0,0,0,11,NT,NT,NT,NT
30,66597,6029516,2020-2021,69,NT,NT,NT,NT,28,NT,NT,NT,NT,41,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,67,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,34,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,67,NT,NT,NT,NT,0,0,0,0,0,14,NT,NT,NT,NT
33,75192,6112809,2020-2021,96,NT,NT,NT,NT,53,NT,NT,NT,NT,43,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,30,NT,NT,NT,NT,--,NT,NT,NT,NT,48,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,27,NT,NT,NT,NT,0,0,0,0,0,28,NT,NT,NT,NT
19,65094,6023527,2020-2021,268,NT,NT,NT,NT,124,NT,NT,NT,NT,144,NT,NT,NT,NT,0,0,0,0,0,31,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,216,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,12,NT,NT,NT,NT,0,0,0,0,0,42,NT,NT,NT,NT,0,0,0,0,0,21,NT,NT,NT,NT
56,72520,6055206,2020-2021,51,50,98.04,1.96,26.00,21,20,95.24,4.76,40.00,30,30,100.00,0.00,16.67,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,18,18,100.00,0.00,11.11,0,0,0,0,0,30,29,96.67,3.33,31.03,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,100.00,0.00,11.11,0,0,0,0,0,--,--,--,--,--
07,61804,6071039,2020-2021,89,NT,NT,NT,NT,45,NT,NT,NT,NT,44,NT,NT,NT,NT,0,0,0,0,0,32,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,12,NT,NT,NT,NT,0,0,0,0,0,40,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
55,72355,6054894,2020-2021,110,101,91.82,8.18,22.00,51,47,92.16,7.84,19.57,59,54,91.53,8.47,24.07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,14,14,100.00,0.00,7.69,--,--,--,--,--,81,74,91.36,8.64,20.27,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,16,14,87.50,12.50,0.00,0,0,0,0,0,62,58,93.55,6.45,8.77,0,0,0,0,0,20,17,85.00,15.00,6.25
31,66951,0108514,2020-2021,64,NT,NT,NT,NT,30,NT,NT,NT,NT,34,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,18,NT,NT,NT,NT,0,0,0,0,0,39,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
54,72256,0109751,2020-2021,405,NT,NT,NT,NT,148,NT,NT,NT,NT,257,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,234,NT,NT,NT,NT,11,NT,NT,NT,NT,125,NT,NT,NT,NT,28,NT,NT,NT,NT,28,NT,NT,NT,NT,--,NT,NT,NT,NT,12,NT,NT,NT,NT,0,0,0,0,0,245,NT,NT,NT,NT,--,NT,NT,NT,NT,23,NT,NT,NT,NT
49,70961,6052302,2020-2021,82,NT,NT,NT,NT,43,NT,NT,NT,NT,39,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,15,NT,NT,NT,NT,0,0,0,0,0,56,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
19,73452,0111070,2020-2021,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,76505,0101832,2020-2021,64,NT,NT,NT,NT,34,NT,NT,NT,NT,30,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,50,NT,NT,NT,NT,0,0,0,0,0,25,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
39,68569,6041909,2020-2021,82,71,86.59,13.41,4.23,49,44,89.80,10.20,4.55,33,27,81.82,18.18,3.70,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,51,43,84.31,15.69,2.33,13,12,92.31,7.69,8.33,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,63,54,85.71,14.29,1.85,0,0,0,0,0,16,13,81.25,18.75,0.00
19,64725,0132381,2020-2021,128,NT,NT,NT,NT,62,NT,NT,NT,NT,66,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,96,NT,NT,NT,NT,--,NT,NT,NT,NT,20,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,39,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
20,65243,0110957,2020-2021,116,NT,NT,NT,NT,61,NT,NT,NT,NT,55,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,108,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,47,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,110,NT,NT,NT,NT,--,NT,NT,NT,NT,12,NT,NT,NT,NT
36,73957,3631108,2020-2021,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
19,64733,0117952,2020-2021,26,NT,NT,NT,NT,15,NT,NT,NT,NT,11,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,NT,NT,NT,NT,14,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,23,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
21,65391,6024467,2020-2021,48,NT,NT,NT,NT,26,NT,NT,NT,NT,22,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,33,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
34,75283,0108860,2020-2021,222,NT,NT,NT,NT,120,NT,NT,NT,NT,102,NT,NT,NT,NT,0,0,0,0,0,49,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,61,NT,NT,NT,NT,30,NT,NT,NT,NT,46,NT,NT,NT,NT,26,NT,NT,NT,NT,17,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,NT,NT,NT,NT,0,0,0,0,0,23,NT,NT,NT,NT
21,65458,6024772,2020-2021,141,NT,NT,NT,NT,71,NT,NT,NT,NT,70,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,127,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,65,NT,NT,NT,NT,0,0,0,0,0,42,NT,NT,NT,NT,0,0,0,0,0,118,NT,NT,NT,NT,0,0,0,0,0,16,NT,NT,NT,NT
19,64733,6058002,2020-2021,502,NT,NT,NT,NT,253,NT,NT,NT,NT,249,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,22,NT,NT,NT,NT,444,NT,NT,NT,NT,--,NT,NT,NT,NT,17,NT,NT,NT,NT,--,NT,NT,NT,NT,97,NT,NT,NT,NT,--,NT,NT,NT,NT,20,NT,NT,NT,NT,0,0,0,0,0,485,NT,NT,NT,NT,0,0,0,0,0,63,NT,NT,NT,NT
19,64733,1931690,2020-2021,69,NT,NT,NT,NT,51,NT,NT,NT,NT,18,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,64,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,53,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
19,64329,6011845,2020-2021,69,NT,NT,NT,NT,33,NT,NT,NT,NT,36,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,34,NT,NT,NT,NT,--,NT,NT,NT,NT,21,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
19,64725,1930411,2020-2021,116,NT,NT,NT,NT,51,NT,NT,NT,NT,65,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,NT,NT,NT,NT,0,0,0,0,0,18,NT,NT,NT,NT,--,NT,NT,NT,NT,29,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,27,NT,NT,NT,NT,0,0,0,0,0,16,NT,NT,NT,NT
56,72603,6055701,2020-2021,91,77,84.62,15.38,46.75,50,44,88.00,12.00,43.18,41,33,80.49,19.51,51.52,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,31,25,80.65,19.35,32.00,--,--,--,--,--,44,37,84.09,15.91,48.65,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,94.12,5.88,37.50,0,0,0,0,0,--,--,--,--,--
19,64550,6101497,2020-2021,164,NT,NT,NT,NT,83,NT,NT,NT,NT,81,NT,NT,NT,NT,0,0,0,0,0,84,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,74,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,29,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,126,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
19,65060,6023170,2020-2021,199,NT,NT,NT,NT,92,NT,NT,NT,NT,107,NT,NT,NT,NT,0,0,0,0,0,40,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,92,NT,NT,NT,NT,21,NT,NT,NT,NT,31,NT,NT,NT,NT,--,NT,NT,NT,NT,18,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,87,NT,NT,NT,NT,0,0,0,0,0,22,NT,NT,NT,NT
