DistrictCode,SchoolCode,SARCYear,CSNAPC,ENAPC,FPANAPC,FLNAPC,MNAPC,SNAPC,SSNAPC,ALLNAPC,PSIAPC
3667876,3635844,2020-21,0,0,4,6,2,1,7,20,18.2
1964337,6011894,2020-21,0,0,0,0,0,0,0,0,
3066449,3030624,2020-21,0,0,0,0,0,0,0,0,.0
4369666,0131656,2020-21,0,0,0,0,0,0,0,0,
1964733,0109322,2020-21,0,0,0,0,0,0,0,0,.0
5672512,6055164,2020-21,0,0,0,0,0,0,0,0,
5673874,5630256,2020-21,0,0,0,0,0,0,0,0,.0
1964733,1932342,2020-21,0,0,0,0,0,0,0,0,.0
3768304,6039036,2020-21,0,0,0,0,0,0,0,0,
1964808,6020515,2020-21,0,0,0,0,0,0,0,0,
4970920,4935607,2020-21,0,0,0,0,0,0,0,0,.0
1964774,6116685,2020-21,0,0,0,0,0,0,0,0,
3768296,3735842,2020-21,0,0,0,0,0,0,0,0,.0
1964733,0106914,2020-21,0,0,0,0,0,0,0,0,
5472017,6054175,2020-21,0,0,0,0,0,0,0,0,
3367231,0113746,2020-21,0,0,0,0,0,0,0,0,
1973445,6014369,2020-21,0,0,0,0,0,0,0,0,
3768296,6109318,2020-21,0,0,0,0,0,0,0,0,
0761804,6097166,2020-21,0,0,0,0,0,0,0,0,
1964733,6016372,2020-21,0,0,0,0,0,0,0,0,
3675044,0115444,2020-21,0,0,0,0,0,0,0,0,.0
1964667,0119313,2020-21,0,0,0,0,0,0,0,0,
1964576,6013866,2020-21,0,0,0,0,0,0,0,0,
3868478,6041073,2020-21,0,0,0,0,0,0,0,0,
3767991,6110787,2020-21,0,0,0,0,0,0,0,0,
3667876,6036826,2020-21,0,0,0,0,0,0,0,0,
1363099,0113985,2020-21,0,0,0,0,0,0,0,0,
2065243,6023949,2020-21,0,0,0,0,0,0,0,0,
1965151,6106561,2020-21,0,0,0,0,0,0,0,0,
5071167,6052633,2020-21,0,0,0,0,0,0,0,0,
3375200,6120554,2020-21,0,0,0,0,0,0,0,0,
3667876,6036800,2020-21,0,0,0,0,0,0,0,0,
4970953,6052245,2020-21,0,0,0,0,0,0,0,0,
2775150,0118349,2020-21,0,0,0,0,0,0,0,0,
1964436,6012561,2020-21,0,0,0,0,0,0,0,0,
3066621,6029755,2020-21,0,0,0,0,0,0,0,0,
3367082,6084628,2020-21,0,0,0,0,0,0,0,0,
5471993,6054159,2020-21,0,0,0,0,0,0,0,0,
5772702,5730049,2020-21,0,0,0,0,0,0,0,0,.0
4168908,6043681,2020-21,0,0,0,0,0,0,0,0,
1964733,0102335,2020-21,0,0,0,0,0,0,0,0,
3110314,0113399,2020-21,0,0,0,0,0,0,0,0,.0
1062166,1030295,2020-21,0,2,0,3,1,2,9,17,29.6
0161150,6097653,2020-21,0,0,0,0,0,0,0,0,
0761788,6061162,2020-21,0,0,0,0,0,0,0,0,
5071043,0109090,2020-21,0,0,0,0,0,0,0,0,
0761788,6004568,2020-21,0,0,0,0,0,0,0,0,
1964907,6058523,2020-21,0,0,0,0,0,0,0,0,
1964212,6093447,2020-21,0,0,0,0,0,0,0,0,
0761796,0110973,2020-21,0,0,0,0,0,0,0,0,
3467439,0113209,2020-21,0,0,0,0,0,0,0,0,
1964733,6018840,2020-21,0,0,0,0,0,0,0,0,
5471795,6053839,2020-21,0,0,0,0,0,0,0,0,
2165342,6024327,2020-21,0,0,0,0,0,0,0,0,
3066431,3034204,2020-21,0,2,1,1,1,2,5,12,13.3
1964733,6017941,2020-21,0,0,0,0,0,0,0,0,
3767991,6037741,2020-21,0,0,0,0,0,0,0,0,
0761648,0115063,2020-21,0,0,0,0,0,0,0,0,
2866266,6026785,2020-21,0,0,0,0,0,0,0,0,
1964733,0108886,2020-21,0,0,0,0,0,0,0,0,
0161259,0130575,2020-21,0,0,0,0,0,0,0,0,.0
2165474,6118491,2020-21,0,0,0,0,0,0,0,0,
3868478,3834769,2020-21,0,1,0,4,1,2,0,8,34.2
1964733,0131722,2020-21,0,0,0,0,0,0,0,0,
4169070,6067128,2020-21,0,0,0,0,0,0,0,0,
1062265,1030378,2020-21,0,0,0,0,0,0,0,0,.0
1973452,0125005,2020-21,0,0,0,0,0,0,0,0,
3066456,6027494,2020-21,0,0,0,0,0,0,0,0,
3432276,0330027,2020-21,0,0,0,0,0,0,0,0,.0
5572413,5536750,2020-21,0,3,0,1,1,0,1,6,19.0
3066464,0100891,2020-21,0,0,0,0,0,0,0,0,
3476505,0125203,2020-21,0,0,0,0,0,0,0,0,.0
3768361,6068159,2020-21,0,0,0,0,0,0,0,0,
4870573,0129494,2020-21,0,0,0,0,0,0,0,0,
3066621,6029896,2020-21,0,0,0,0,0,0,0,0,
0761754,0730358,2020-21,0,0,0,0,0,0,0,0,.0
3367207,0137620,2020-21,0,0,0,0,0,0,0,0,.0
4269229,6045611,2020-21,0,0,0,0,0,0,0,0,
1764055,6010672,2020-21,0,0,0,0,0,0,0,0,
1964287,6096135,2020-21,0,0,0,0,0,0,0,0,
5071084,6052534,2020-21,0,0,0,0,0,0,0,0,
1910199,1996214,2020-21,0,0,0,0,0,0,0,0,.0
5071043,6052468,2020-21,0,0,0,0,0,0,0,0,
1964634,1934249,2020-21,0,0,0,0,0,0,0,0,.0
3467314,6033088,2020-21,0,0,0,0,0,0,0,0,
3968585,0139261,2020-21,0,0,0,0,0,0,0,0,.0
3476505,6033575,2020-21,0,0,0,0,0,0,0,0,
4068841,6106371,2020-21,0,0,0,0,0,0,0,0,
4068700,4030755,2020-21,0,12,2,3,9,9,21,56,21.2
4970904,0125336,2020-21,0,0,0,0,0,0,0,0,
1964733,6018220,2020-21,0,0,0,0,0,0,0,0,
3066613,6068613,2020-21,0,0,0,0,0,0,0,0,
3667918,6109227,2020-21,0,0,0,0,0,0,0,0,
3467447,6034391,2020-21,0,0,0,0,0,0,0,0,
3675077,0108423,2020-21,0,0,0,0,0,0,0,0,
3366977,0135061,2020-21,0,0,0,0,0,0,0,0,.0
3868478,6041149,2020-21,0,0,0,0,0,0,0,0,
2866290,6027049,2020-21,0,0,0,0,0,0,0,0,
1964857,6115273,2020-21,0,0,0,0,0,0,0,0,
3367173,3331121,2020-21,0,0,0,0,0,0,0,0,.0
3667710,6108062,2020-21,0,0,0,0,0,0,0,0,
1563529,1533330,2020-21,0,12,1,2,4,4,12,35,24.1
1964733,6018188,2020-21,0,0,0,0,0,0,0,0,
5672652,6056089,2020-21,0,0,0,0,0,0,0,0,
3467439,6033930,2020-21,0,0,0,0,0,0,0,0,
2966357,2935500,2020-21,0,3,0,2,1,3,8,17,14.7
0131609,0131755,2020-21,0,0,0,0,0,0,0,0,.0
2766092,6026199,2020-21,0,0,0,0,0,0,0,0,
5772710,0138180,2020-21,0,0,0,0,0,0,0,0,
3010306,3030426,2020-21,0,0,0,0,0,0,0,0,.0
0761796,0730291,2020-21,0,0,0,0,0,0,0,0,.0
3768338,6119168,2020-21,0,0,0,0,0,0,0,0,
3667587,0138529,2020-21,0,0,0,0,0,0,0,0,
3768130,3732559,2020-21,0,0,0,0,0,0,0,0,.0
5472256,5434527,2020-21,0,11,0,4,3,6,7,31,21.4
3773791,3730215,2020-21,0,0,0,0,0,0,0,0,.0
1964451,6114235,2020-21,0,0,0,0,0,0,0,0,
3667850,6036644,2020-21,0,0,0,0,0,0,0,0,
4269179,6118434,2020-21,0,0,0,0,0,0,0,0,
3467330,6106892,2020-21,0,0,0,0,0,0,0,0,
1563545,0122887,2020-21,0,0,0,0,0,0,0,0,
1965045,6022883,2020-21,0,0,0,0,0,0,0,0,
1964733,6017404,2020-21,0,0,0,0,0,0,0,0,
3066670,3036456,2020-21,0,8,0,5,5,3,19,40,29.6
1964733,0126193,2020-21,0,0,0,0,0,0,0,0,
4169039,6044812,2020-21,0,0,0,0,0,0,0,0,
4168916,6043772,2020-21,0,0,0,0,0,0,0,0,
3367116,0116756,2020-21,0,0,0,0,0,0,0,0,
3768023,6107775,2020-21,0,0,0,0,0,0,0,0,
1062331,6007009,2020-21,0,0,0,0,0,0,0,0,
1973437,6012397,2020-21,0,0,0,0,0,0,0,0,
3673957,6108260,2020-21,0,0,0,0,0,0,0,0,
1363123,6008445,2020-21,0,0,0,0,0,0,0,0,
1964733,0133744,2020-21,0,0,0,0,0,0,0,0,
1073965,6115521,2020-21,0,0,0,0,0,0,0,0,
3467314,6109821,2020-21,0,0,0,0,0,0,0,0,
1262828,6116289,2020-21,0,0,0,0,0,0,0,0,
4469765,0000000,2020-21,0,0,0,0,0,0,0,0,
1964857,6106900,2020-21,0,0,0,0,0,0,0,0,
5872736,5835202,2020-21,0,3,0,0,1,1,2,7,10.0
5472256,6054555,2020-21,0,0,0,0,0,0,0,0,
5672652,6056105,2020-21,0,0,0,0,0,0,0,0,
1965060,6023261,2020-21,0,0,0,0,0,0,0,0,
3166951,6117493,2020-21,0,0,0,0,0,0,0,0,
1062166,1035831,2020-21,0,5,1,5,2,3,10,26,23.7
1964733,6017479,2020-21,0,0,0,0,0,0,0,0,
3768338,0107029,2020-21,0,5,2,2,1,2,11,25,34.6
4570052,6050405,2020-21,0,0,0,0,0,0,0,0,
3768338,6039119,2020-21,0,0,0,0,0,0,0,0,
4369427,4330361,2020-21,0,0,0,0,0,0,0,0,.0
1964733,6016497,2020-21,0,0,0,0,0,0,0,0,
1062166,6088934,2020-21,0,0,0,0,0,0,0,0,
3366993,0106062,2020-21,0,0,0,0,0,0,0,0,
4469757,6049571,2020-21,0,0,0,0,0,0,0,0,
3710371,0115998,2020-21,0,0,0,0,0,0,0,0,.0
3066597,6118236,2020-21,0,0,0,0,0,0,0,0,
1965029,1938455,2020-21,9,33,9,9,18,36,24,138,39.8
3667686,6101034,2020-21,0,0,0,0,0,0,0,0,
1964733,1933795,2020-21,0,4,1,2,2,4,9,24,17.5
4770508,6119259,2020-21,0,0,0,0,0,0,0,0,
4870581,6071302,2020-21,0,0,0,0,0,0,0,0,
4269104,6045256,2020-21,0,0,0,0,0,0,0,0,
1262851,6007918,2020-21,0,0,0,0,0,0,0,0,
3667850,0102830,2020-21,0,15,2,6,5,5,21,54,31.9
1073999,6119978,2020-21,0,0,0,0,0,0,0,0,
5672520,6055222,2020-21,0,0,0,0,0,0,0,0,
4169070,6045132,2020-21,0,0,0,0,0,0,0,0,
1573908,1534155,2020-21,0,4,0,2,2,2,2,12,13.2
3166894,3132453,2020-21,0,3,1,0,0,4,3,11,14.8
3768452,6040638,2020-21,0,0,0,0,0,0,0,0,
1964980,1933373,2020-21,0,0,2,0,0,1,0,3,.0
3476505,3434370,2020-21,0,4,1,2,2,2,4,15,13.4
1062117,6005912,2020-21,0,0,0,0,0,0,0,0,
3367249,6032817,2020-21,0,0,0,0,0,0,0,0,
5472132,6054365,2020-21,0,0,0,0,0,0,0,0,
3910397,0120717,2020-21,0,0,0,0,0,0,0,0,.0
0461424,6002968,2020-21,0,0,0,0,0,0,0,0,
1973445,6069710,2020-21,0,0,0,0,0,0,0,0,
3066506,6028013,2020-21,0,0,0,0,0,0,0,0,
1964733,6018261,2020-21,0,0,0,0,0,0,0,0,
1964568,6013825,2020-21,0,0,0,0,0,0,0,0,
3667736,6107072,2020-21,0,0,0,0,0,0,0,0,
1062414,1030766,2020-21,0,0,0,0,0,0,0,0,.0
0761754,6004253,2020-21,0,0,0,0,0,0,0,0,
3467447,6105928,2020-21,0,0,0,0,0,0,0,0,
0373981,6002869,2020-21,0,0,0,0,0,0,0,0,
3073635,6096044,2020-21,0,0,0,0,0,0,0,0,
4870540,6093397,2020-21,0,0,0,0,0,0,0,0,
1975333,6115307,2020-21,0,0,0,0,0,0,0,0,
1964808,6020572,2020-21,0,0,0,0,0,0,0,0,
4269245,6045710,2020-21,0,0,0,0,0,0,0,0,
0761754,0734566,2020-21,1,1,1,2,1,1,3,10,11.8
1964394,6012199,2020-21,0,0,0,0,0,0,0,0,
3667819,6036198,2020-21,0,0,0,0,0,0,0,0,
3667694,6097646,2020-21,0,0,0,0,0,0,0,0,
2265532,6025035,2020-21,0,0,0,0,0,0,0,0,
3667876,0133892,2020-21,0,0,0,0,0,0,0,0,
1964279,6011290,2020-21,0,0,0,0,0,0,0,0,
1964733,6017701,2020-21,0,0,0,0,0,0,0,0,
1062109,6005839,2020-21,0,0,0,0,0,0,0,0,
3968593,6104533,2020-21,0,0,0,0,0,0,0,0,
3567470,0000000,2020-21,0,0,0,0,0,0,0,0,
2165466,2133262,2020-21,0,3,1,1,3,1,2,11,15.0
1964394,1931807,2020-21,0,0,0,0,0,0,0,0,.0
1964733,6016570,2020-21,0,0,0,0,0,0,0,0,
4870581,4830147,2020-21,0,4,1,1,3,3,6,18,18.6
0661622,0630038,2020-21,0,0,0,0,0,0,0,0,.0
3073650,0127472,2020-21,0,0,0,0,0,0,0,0,
3367116,6108229,2020-21,0,0,0,0,0,0,0,0,
3667710,6035828,2020-21,0,0,0,0,0,0,0,0,
1563693,6009914,2020-21,0,0,0,0,0,0,0,0,
1964774,0108381,2020-21,0,0,0,0,0,0,0,0,
5772710,6056485,2020-21,0,0,0,0,0,0,0,0,
1062117,6101984,2020-21,0,0,0,0,0,0,0,0,
5071282,6053060,2020-21,0,0,0,0,0,0,0,0,
5672603,6055651,2020-21,0,0,0,0,0,0,0,0,
3066506,6028088,2020-21,0,0,0,0,0,0,0,0,
3367124,6109508,2020-21,0,0,0,0,0,0,0,0,
3476505,3436979,2020-21,0,8,1,13,2,18,10,52,20.9
3768338,3733698,2020-21,0,3,1,1,0,1,3,9,21.7
3768338,0117325,2020-21,0,0,0,0,0,0,0,0,
1210124,0106153,2020-21,0,0,0,0,0,0,0,0,.0
3410348,0118745,2020-21,0,0,0,0,0,0,0,0,.0
3768411,3738226,2020-21,0,11,3,4,4,6,16,44,30.9
4870581,6116255,2020-21,0,0,0,0,0,0,0,0,
3367249,3337656,2020-21,1,4,1,3,1,3,12,25,18.4
4870532,0102012,2020-21,0,0,0,0,0,0,0,0,.0
1973445,6014377,2020-21,0,0,0,0,0,0,0,0,
3968585,3934783,2020-21,0,12,0,4,8,8,29,61,22.4
1062166,1031897,2020-21,0,14,2,9,12,10,26,73,49.5
3768338,6039341,2020-21,0,0,0,0,0,0,0,0,
3066670,6030431,2020-21,0,0,0,0,0,0,0,0,
0161259,0132514,2020-21,0,0,0,0,0,0,0,0,
1110116,0124909,2020-21,0,0,0,0,0,0,0,0,
3066522,6028658,2020-21,0,0,0,0,0,0,0,0,
3467330,6033211,2020-21,0,0,0,0,0,0,0,0,
3768338,3730371,2020-21,0,2,3,0,4,5,2,16,32.5
3367173,3330818,2020-21,1,4,1,5,5,2,8,28,17.0
1964709,6014963,2020-21,0,0,0,0,0,0,0,0,
5210520,6119671,2020-21,0,0,0,0,0,0,0,0,.0
1964725,6057848,2020-21,0,0,0,0,0,0,0,0,
4168932,6044051,2020-21,0,0,0,0,0,0,0,0,
0761747,6003925,2020-21,0,0,0,0,0,0,0,0,
4970888,6052013,2020-21,0,0,0,0,0,0,0,0,
3768023,6037907,2020-21,0,0,0,0,0,0,0,0,
5472256,6054605,2020-21,0,0,0,0,0,0,0,0,
0110017,0137448,2020-21,0,0,0,0,0,0,0,0,
4469849,6066542,2020-21,0,0,0,0,0,0,0,0,
1965110,6023626,2020-21,0,0,0,0,0,0,0,0,
3667777,6036024,2020-21,0,0,0,0,0,0,0,0,
3667678,6107288,2020-21,0,0,0,0,0,0,0,0,
5772710,0101162,2020-21,1,5,3,5,2,2,7,25,25.8
0761754,0730044,2020-21,1,2,1,3,4,4,14,29,36.9
1973452,6022297,2020-21,0,0,0,0,0,0,0,0,
1964725,6015259,2020-21,0,0,0,0,0,0,0,0,
3868478,6062053,2020-21,0,0,0,0,0,0,0,0,
5472264,6054753,2020-21,0,0,0,0,0,0,0,0,
4870573,6109094,2020-21,0,0,0,0,0,0,0,0,
3066522,6028385,2020-21,0,0,0,0,0,0,0,0,
3667686,3632742,2020-21,1,4,0,5,2,5,7,24,16.1
3066522,6028740,2020-21,0,0,0,0,0,0,0,0,
3667850,3630530,2020-21,0,15,0,0,0,0,0,15,37.7
1964733,0121293,2020-21,0,1,0,1,3,0,1,6,24.3
1964733,1931518,2020-21,0,0,0,0,0,0,0,0,.0
3968650,6106322,2020-21,0,0,0,0,0,0,0,0,
1964733,6018907,2020-21,0,0,0,0,0,0,0,0,
3667678,3631587,2020-21,0,0,0,0,0,0,0,0,.0
1810181,6069934,2020-21,0,0,0,0,0,0,0,0,.0
3667876,0122317,2020-21,0,0,0,0,0,0,0,0,
5171407,6053292,2020-21,0,0,0,0,0,0,0,0,
3467439,0102343,2020-21,0,0,0,0,0,0,0,0,
1062166,6006522,2020-21,0,0,0,0,0,0,0,0,
1964907,6061642,2020-21,0,2,1,1,0,0,2,6,28.5
3066670,6110175,2020-21,0,0,0,0,0,0,0,0,
1964907,0111047,2020-21,0,0,0,0,0,0,0,0,
4168973,6044234,2020-21,0,0,0,0,0,0,0,0,
1964733,6016950,2020-21,0,0,0,0,0,0,0,0,
1162596,6007454,2020-21,0,0,0,0,0,0,0,0,
2165425,6024632,2020-21,0,0,0,0,0,0,0,0,
4277198,0138362,2020-21,0,0,0,0,0,0,0,0,.0
1263040,6008197,2020-21,0,0,0,0,0,0,0,0,
5410546,6069439,2020-21,0,0,0,0,0,0,0,0,.0
0161234,6001473,2020-21,0,0,0,0,0,0,0,0,
1964246,1931732,2020-21,0,0,0,0,0,0,0,0,.0
0161259,6117568,2020-21,0,0,0,0,0,0,0,0,
3367090,6032213,2020-21,0,0,0,0,0,0,0,0,
3768296,3730074,2020-21,0,3,4,1,9,10,12,39,38.0
3366977,6098156,2020-21,0,0,0,0,0,0,0,0,
0461424,6003099,2020-21,0,0,0,0,0,0,0,0,
4269120,6046007,2020-21,0,0,0,0,0,0,0,0,
4469799,4437901,2020-21,0,5,0,3,2,1,7,18,12.6
1062430,6007322,2020-21,0,0,0,0,0,0,0,0,
1964733,6019046,2020-21,0,0,0,0,0,0,0,0,
4369450,0113662,2020-21,0,0,0,0,0,0,0,0,
1964733,0124222,2020-21,0,0,0,0,0,0,0,0,
1563404,0112185,2020-21,0,0,0,0,0,0,0,0,
1573742,6009294,2020-21,0,0,0,0,0,0,0,0,
1964337,6057525,2020-21,0,0,0,0,0,0,0,0,
3968585,6110944,2020-21,0,0,0,0,0,0,0,0,
5810587,6069249,2020-21,0,0,0,0,0,0,0,0,.0
5672546,0115105,2020-21,0,0,0,0,0,0,0,0,.0
1976869,0131128,2020-21,0,0,0,0,0,0,0,0,.0
1964840,6020838,2020-21,0,0,0,0,0,0,0,0,
3968676,6042634,2020-21,0,0,0,0,0,0,0,0,
3367157,6032353,2020-21,0,0,0,0,0,0,0,0,
4369492,6047351,2020-21,0,0,0,0,0,0,0,0,
0761796,6057236,2020-21,0,0,0,0,0,0,0,0,
0761655,0102376,2020-21,0,0,0,0,0,0,0,0,
5673759,0123349,2020-21,0,2,0,1,2,1,3,9,8.3
5673759,6071286,2020-21,0,0,0,0,0,0,0,0,
3367124,6108716,2020-21,0,0,0,0,0,0,0,0,
1965045,6120513,2020-21,0,0,0,0,0,0,0,0,
2165458,6058622,2020-21,0,0,0,0,0,0,0,0,
1964337,6011969,2020-21,0,0,0,0,0,0,0,0,
3073635,6030183,2020-21,0,0,0,0,0,0,0,0,
5672652,6056154,2020-21,0,0,0,0,0,0,0,0,
4168999,6044325,2020-21,0,0,0,0,0,0,0,0,
3367090,6032239,2020-21,0,0,0,0,0,0,0,0,
3066464,6118947,2020-21,0,0,0,0,0,0,0,0,
0761770,6004451,2020-21,0,0,0,0,0,0,0,0,
4276786,6045926,2020-21,0,0,0,0,0,0,0,0,
3175085,6116057,2020-21,0,0,0,0,0,0,0,0,
5271563,6053557,2020-21,0,0,0,0,0,0,0,0,
3675051,0136960,2020-21,0,0,0,0,0,0,0,0,.0
1964303,6011654,2020-21,0,0,0,0,0,0,0,0,
3868478,6041511,2020-21,0,0,0,0,0,0,0,0,
1973460,6095467,2020-21,0,0,0,0,0,0,0,0,
4169005,6044531,2020-21,0,0,0,0,0,0,0,0,
3367033,0110627,2020-21,1,11,2,9,7,20,32,84,29.4
0961952,6005656,2020-21,0,0,0,0,0,0,0,0,
3667819,6036289,2020-21,0,0,0,0,0,0,0,0,
5672553,0110502,2020-21,0,0,0,0,0,0,0,0,
1964840,1933647,2020-21,0,5,1,1,4,2,6,19,19.9
4469765,6113559,2020-21,0,0,0,0,0,0,0,0,
1964733,0117721,2020-21,0,2,1,0,1,2,2,8,29.6
3066597,3035045,2020-21,1,8,4,3,8,13,17,54,38.5
2175002,6024285,2020-21,0,0,0,0,0,0,0,0,
5075564,0107979,2020-21,0,0,0,0,0,0,0,0,
5071290,6053086,2020-21,0,0,0,0,0,0,0,0,
1964261,6011191,2020-21,0,0,0,0,0,0,0,0,
3367033,6031801,2020-21,0,0,0,0,0,0,0,0,
1964733,6016349,2020-21,0,0,0,0,0,0,0,0,
0175093,0131615,2020-21,0,0,0,0,0,0,0,0,
3066670,6030332,2020-21,0,0,0,0,0,0,0,0,
3667710,6061865,2020-21,0,0,0,0,0,0,0,0,
3166910,3130242,2020-21,0,0,0,0,0,0,0,0,
1976992,0133900,2020-21,0,0,0,0,0,0,0,0,.0
2365607,2330033,2020-21,0,0,0,0,0,0,0,0,.0
5510553,5530142,2020-21,0,0,0,0,0,0,0,0,.0
1964733,6019434,2020-21,0,0,0,0,0,0,0,0,
3667934,3630670,2020-21,0,15,0,0,0,0,0,15,2.2
4575267,0113407,2020-21,0,0,0,0,0,0,0,0,
3073643,6030639,2020-21,0,0,0,0,0,0,0,0,
3667934,6059554,2020-21,0,0,0,0,0,0,0,0,
1964832,6020804,2020-21,0,0,0,0,0,0,0,0,
3667850,3630597,2020-21,2,18,0,3,3,4,13,43,20.1
3375176,6112734,2020-21,0,0,0,0,0,0,0,0,
3467314,3430618,2020-21,0,3,1,0,0,1,9,14,15.6
1910199,0112128,2020-21,0,3,1,5,0,3,3,15,55.1
2866266,0101568,2020-21,0,0,0,0,0,0,0,0,
1964733,0122234,2020-21,0,0,0,0,0,0,0,0,
3768056,0114686,2020-21,0,0,0,0,0,0,0,0,
2065243,0123414,2020-21,0,0,0,0,0,0,0,0,.0
1964212,6010995,2020-21,0,0,0,0,0,0,0,0,
3768023,6037824,2020-21,0,0,0,0,0,0,0,0,
3073635,6112452,2020-21,0,0,0,0,0,0,0,0,
2165458,6024863,2020-21,0,0,0,0,0,0,0,0,
1663925,1634401,2020-21,0,3,2,1,4,1,8,19,14.0
1965110,6023683,2020-21,0,0,0,0,0,0,0,0,
1964725,1995539,2020-21,0,11,0,3,6,3,11,36,77.9
3010306,3030632,2020-21,0,0,0,0,0,0,0,0,.0
1062166,6006191,2020-21,0,0,0,0,0,0,0,0,
3768296,6114854,2020-21,0,0,0,0,0,0,0,0,
1062166,6057343,2020-21,0,0,0,0,0,0,0,0,
1973460,6096358,2020-21,0,0,0,0,0,0,0,0,
1964733,6097927,2020-21,0,0,0,0,0,0,0,0,
1663891,0122820,2020-21,0,0,0,0,0,0,0,0,.0
3066423,6027429,2020-21,0,0,0,0,0,0,0,0,
1964733,6019764,2020-21,0,0,0,0,0,0,0,0,
4369674,6048938,2020-21,0,0,0,0,0,0,0,0,
0761630,0734244,2020-21,6,4,2,6,8,11,16,53,53.6
1964733,1935865,2020-21,0,7,1,1,1,3,6,19,16.2
2410249,6069199,2020-21,0,0,0,0,0,0,0,0,.0
0961853,0930214,2020-21,0,0,0,0,0,0,0,0,.0
3367082,3330537,2020-21,0,7,1,2,4,0,10,24,22.0
3768338,6039697,2020-21,0,0,0,0,0,0,0,0,
3968585,6042154,2020-21,0,0,0,0,0,0,0,0,
1263032,0124289,2020-21,0,0,0,0,0,0,0,0,
3166894,0138081,2020-21,0,0,0,0,0,0,0,0,.0
1964733,6017867,2020-21,0,0,0,0,0,0,0,0,
3768411,6059786,2020-21,0,0,0,0,0,0,0,0,
1964733,6017081,2020-21,0,0,0,0,0,0,0,0,
3768338,0108266,2020-21,0,0,0,0,0,0,0,0,
1964733,6019954,2020-21,0,0,0,0,0,0,0,0,
0161192,6001176,2020-21,0,0,0,0,0,0,0,0,
3968627,0129890,2020-21,0,0,0,0,0,0,0,0,
5171415,0129007,2020-21,0,2,1,1,1,3,4,12,5.0
3066431,6058820,2020-21,0,0,0,0,0,0,0,0,
1964733,6017982,2020-21,0,0,0,0,0,0,0,0,
4373387,4331039,2020-21,0,0,0,0,0,0,0,0,.0
1563685,1530997,2020-21,0,0,0,0,1,0,0,1,2.5
1964733,0101659,2020-21,0,3,0,0,1,3,4,11,46.9
3066480,6027791,2020-21,0,0,0,0,0,0,0,0,
1964733,1933233,2020-21,1,6,0,1,2,5,8,25,38.2
1563362,6115257,2020-21,0,0,0,0,0,0,0,0,
3066522,6028526,2020-21,0,0,0,0,0,0,0,0,
3968585,0132837,2020-21,0,0,0,0,0,0,0,0,
1964733,0135707,2020-21,0,0,0,0,0,0,0,0,
3710371,0138404,2020-21,0,0,0,0,0,0,0,0,
5772710,5738810,2020-21,0,0,0,0,0,0,0,0,.0
0761762,6119226,2020-21,0,0,0,0,0,0,0,0,
5572397,6054928,2020-21,0,0,0,0,0,0,0,0,
1964733,1935121,2020-21,10,8,1,3,2,4,5,33,26.1
4276786,6118202,2020-21,0,0,0,0,0,0,0,0,
2866266,6026967,2020-21,0,0,0,0,0,0,0,0,
4369641,4332904,2020-21,0,5,4,11,15,21,22,78,41.6
1964733,1931534,2020-21,0,0,0,0,0,0,0,0,.0
5676828,6055610,2020-21,0,0,0,0,0,0,0,0,
1964733,0122564,2020-21,0,0,0,0,0,0,0,0,
0161259,0110239,2020-21,0,0,0,0,0,0,0,0,
4369419,6046767,2020-21,0,0,0,0,0,0,0,0,
4369583,6095392,2020-21,0,0,0,0,0,0,0,0,
5071290,6053110,2020-21,0,0,0,0,0,0,0,0,
3768452,0126300,2020-21,0,0,0,0,0,0,0,0,.0
1973437,1931567,2020-21,0,2,0,1,1,0,5,9,14.8
3367215,6032692,2020-21,0,0,0,0,0,0,0,0,
5672546,0125674,2020-21,0,0,0,0,0,0,0,0,.0
4776455,6050751,2020-21,0,0,0,0,0,0,0,0,
3166852,6031157,2020-21,0,0,0,0,0,0,0,0,
1964733,6016778,2020-21,0,0,0,0,0,0,0,0,
3066670,6106165,2020-21,0,0,0,0,0,0,0,0,
4570086,6050439,2020-21,0,0,0,0,0,0,0,0,
3410348,0106302,2020-21,0,0,0,0,0,0,0,0,
3066597,6089460,2020-21,0,0,0,0,0,0,0,0,
1363149,6008510,2020-21,0,0,0,0,0,0,0,0,
1275515,6007751,2020-21,0,0,0,0,0,0,0,0,
0761754,0000000,2020-21,0,1,0,0,0,0,0,1,.7
1964907,6021869,2020-21,0,0,0,0,0,0,0,0,
4970649,6051635,2020-21,0,0,0,0,0,0,0,0,
3868478,6040877,2020-21,0,0,0,0,0,0,0,0,
4970920,6060271,2020-21,0,0,0,0,0,0,0,0,
3073650,3030285,2020-21,0,10,4,4,9,19,26,72,47.0
3066621,6029748,2020-21,0,0,0,0,0,0,0,0,
1964733,6018634,2020-21,0,0,0,0,0,0,0,0,
4369369,6046155,2020-21,0,0,0,0,0,0,0,0,
3066464,0100917,2020-21,0,0,0,0,0,0,0,0,
2966373,6101018,2020-21,0,0,0,0,0,0,0,0,
3467314,6101844,2020-21,0,0,0,0,0,0,0,0,
0161259,6056998,2020-21,0,0,0,0,0,0,0,0,
3375200,0114058,2020-21,0,0,0,0,0,0,0,0,
4369641,6048375,2020-21,0,0,0,0,0,0,0,0,.0
1973445,6014153,2020-21,0,0,0,0,0,0,0,0,
3768023,6037865,2020-21,0,0,0,0,0,0,0,0,
