C,D,S,SARCYear,ETES,ENTS,EPTS,EPNTS,EMES,ETEM,ENTM,EPTM,EPNTEM,EMMEM,ETEF,ENTF,EPTF,EPNTEF,EMMEF,ETEAI,ENTAI,EPTAI,EPNTAI,EMEAI,ETEAS,ENTAS,EPTAS,EPNTAS,EMEAS,ETEPI,ENTPI,EPTPI,EPNTPI,EMEPI,ETEFI,ENTFI,EPTFI,EPNTFI,EMEFI,ETEHI,ENTHI,EPTHI,EPNTHI,EMEHI,ETEAA,ENTAA,EPTAA,EPNTAA,EMEAA,ETEWH,ENTWH,EPTWH,EPNTWH,EMEWH,ETEMR,ENTMR,EPTMR,EPNTMR,EMEMR,ETELEP,ENTLEP,EPTLEP,EPNTLEP,EMELEP,ETEFY,ENTFY,EPTFY,EPNTFY,EMEFY,ETEH,ENTH,EPTH,EPNTH,EMEH,ETEMIL,ENTMIL,EPTMIL,EPNTMIL,EMEMIL,ETESD,ENTSD,EPTSD,EPNTSD,EMESD,ETEMIG,ENTMIG,EPTMIG,EPNTMIG,EMEMIG,ETEDI,ENTDI,EPTDI,EPNTDI,EMEDI
17,64055,6107049,2020-2021,206,166,80.58,19.42,45.12,91,66,72.53,27.47,29.69,115,100,86.96,13.04,55.00,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,45,77.59,22.41,51.11,--,--,--,--,--,133,110,82.71,17.29,41.67,--,--,--,--,--,14,10,71.43,28.57,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,120,91,75.83,24.17,46.07,--,--,--,--,--,33,24,72.73,27.27,0.00
45,69856,4530028,2020-2021,156,143,91.67,8.33,52.45,86,77,89.53,10.47,44.16,70,66,94.29,5.71,62.12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,24,21,87.50,12.50,47.62,0,0,0,0,0,114,106,92.98,7.02,51.89,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,49,47,95.92,4.08,44.68,0,0,0,0,0,22,18,81.82,18.18,0.00
39,68585,6042063,2020-2021,267,233,87.27,12.73,98.28,122,108,88.52,11.48,98.15,145,125,86.21,13.79,98.40,--,--,--,--,--,109,92,84.40,15.60,100.00,--,--,--,--,--,20,20,100.00,0.00,100.00,55,49,89.09,10.91,95.92,--,--,--,--,--,49,43,87.76,12.24,95.35,22,18,81.82,18.18,100.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,82.35,17.65,100.00,118,95,80.51,19.49,97.89,0,0,0,0,0,--,--,--,--,--
19,64733,6017529,2020-2021,204,NT,NT,NT,NT,90,NT,NT,NT,NT,114,NT,NT,NT,NT,0,0,0,0,0,27,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,28,NT,NT,NT,NT,13,NT,NT,NT,NT,117,NT,NT,NT,NT,15,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,74,NT,NT,NT,NT,0,0,0,0,0,29,NT,NT,NT,NT
34,67314,6120034,2020-2021,457,440,96.28,3.72,65.68,238,231,97.06,2.94,60.61,219,209,95.43,4.57,71.29,0,0,0,0,0,126,123,97.62,2.38,79.67,--,--,--,--,--,27,27,100.00,0.00,77.78,87,82,94.25,5.75,54.88,42,37,88.10,11.90,35.14,81,79,97.53,2.47,65.82,88,86,97.73,2.27,66.28,38,31,81.58,18.42,35.48,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,55,51,92.73,7.27,35.29,0,0,0,0,0,64,50,78.13,21.87,40.00
07,61788,0125435,2020-2021,678,NT,NT,NT,NT,365,NT,NT,NT,NT,313,NT,NT,NT,NT,--,NT,NT,NT,NT,14,NT,NT,NT,NT,--,NT,NT,NT,NT,39,NT,NT,NT,NT,442,NT,NT,NT,NT,120,NT,NT,NT,NT,32,NT,NT,NT,NT,26,NT,NT,NT,NT,179,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,305,NT,NT,NT,NT,0,0,0,0,0,80,NT,NT,NT,NT
36,67702,6112130,2020-2021,293,NT,NT,NT,NT,156,NT,NT,NT,NT,137,NT,NT,NT,NT,0,0,0,0,0,29,NT,NT,NT,NT,0,0,0,0,0,11,NT,NT,NT,NT,151,NT,NT,NT,NT,52,NT,NT,NT,NT,33,NT,NT,NT,NT,17,NT,NT,NT,NT,29,NT,NT,NT,NT,--,NT,NT,NT,NT,106,NT,NT,NT,NT,0,0,0,0,0,137,NT,NT,NT,NT,0,0,0,0,0,38,NT,NT,NT,NT
36,67876,0136952,2020-2021,206,156,75.73,24.27,37.25,100,75,75.00,25.00,32.88,106,81,76.42,23.58,41.25,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,145,112,77.24,22.76,37.27,35,22,62.86,37.14,33.33,16,13,81.25,18.75,38.46,--,--,--,--,--,22,14,63.64,36.36,0.00,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,113,82,72.57,27.43,28.75,0,0,0,0,0,26,21,80.77,19.23,23.81
57,72694,6120745,2020-2021,713,NT,NT,NT,NT,358,NT,NT,NT,NT,355,NT,NT,NT,NT,0,0,0,0,0,126,NT,NT,NT,NT,17,NT,NT,NT,NT,24,NT,NT,NT,NT,158,NT,NT,NT,NT,46,NT,NT,NT,NT,290,NT,NT,NT,NT,52,NT,NT,NT,NT,65,NT,NT,NT,NT,--,NT,NT,NT,NT,50,NT,NT,NT,NT,0,0,0,0,0,311,NT,NT,NT,NT,0,0,0,0,0,61,NT,NT,NT,NT
37,68023,6115778,2020-2021,846,NT,NT,NT,NT,400,NT,NT,NT,NT,446,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,804,NT,NT,NT,NT,--,NT,NT,NT,NT,33,NT,NT,NT,NT,--,NT,NT,NT,NT,118,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,518,NT,NT,NT,NT,0,0,0,0,0,54,NT,NT,NT,NT
37,68155,6117303,2020-2021,118,42,35.59,64.41,73.81,76,24,31.58,68.42,70.83,42,18,42.86,57.14,77.78,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,37,12,32.43,67.57,75.00,12,5,41.67,58.33,--,57,22,38.60,61.40,77.27,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,44,15,34.09,65.91,73.33,0,0,0,0,0,15,4,26.67,73.33,--
36,75069,6037295,2020-2021,725,NT,NT,NT,NT,382,NT,NT,NT,NT,343,NT,NT,NT,NT,--,NT,NT,NT,NT,17,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,541,NT,NT,NT,NT,76,NT,NT,NT,NT,57,NT,NT,NT,NT,20,NT,NT,NT,NT,68,NT,NT,NT,NT,--,NT,NT,NT,NT,98,NT,NT,NT,NT,--,NT,NT,NT,NT,582,NT,NT,NT,NT,0,0,0,0,0,114,NT,NT,NT,NT
15,63578,6010003,2020-2021,637,595,93.41,6.59,28.84,325,300,92.31,7.69,20.82,312,295,94.55,5.45,36.86,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,596,560,93.96,6.04,29.53,0,0,0,0,0,30,26,86.67,13.33,16.00,--,--,--,--,--,152,141,92.76,7.24,5.00,--,--,--,--,--,34,26,76.47,23.53,33.33,0,0,0,0,0,509,473,92.93,7.07,25.86,--,--,--,--,--,80,71,88.75,11.25,5.71
33,67082,3330065,2020-2021,128,81,63.28,36.72,10.39,71,45,63.38,36.62,14.29,57,36,63.16,36.84,5.71,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,56,65.12,34.88,11.11,17,10,58.82,41.18,--,21,12,57.14,42.86,9.09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14,6,42.86,57.14,--,108,69,63.89,36.11,7.58,0,0,0,0,0,--,--,--,--,--
37,68338,0114033,2020-2021,202,3,1.49,98.51,--,102,2,1.96,98.04,--,100,1,1.00,99.00,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,3,1.64,98.36,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,102,3,2.94,97.06,--,0,0,0,0,0,58,2,3.45,96.55,--,--,--,--,--,--,190,2,1.05,98.95,--,0,0,0,0,0,30,3,10.00,90.00,--
37,68098,6038194,2020-2021,723,NT,NT,NT,NT,362,NT,NT,NT,NT,361,NT,NT,NT,NT,--,NT,NT,NT,NT,19,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,628,NT,NT,NT,NT,--,NT,NT,NT,NT,49,NT,NT,NT,NT,15,NT,NT,NT,NT,256,NT,NT,NT,NT,--,NT,NT,NT,NT,106,NT,NT,NT,NT,0,0,0,0,0,642,NT,NT,NT,NT,--,NT,NT,NT,NT,106,NT,NT,NT,NT
19,64246,0111872,2020-2021,116,NT,NT,NT,NT,36,NT,NT,NT,NT,80,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,69,NT,NT,NT,NT,15,NT,NT,NT,NT,13,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,72,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
47,70466,4734356,2020-2021,12,10,83.33,16.67,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,14,10,71.43,28.57,--,0,0,0,0,0,11,9,81.82,18.18,--,0,0,0,0,0,0,0,0,0,0
30,66621,6029896,2020-2021,212,NT,NT,NT,NT,103,NT,NT,NT,NT,109,NT,NT,NT,NT,0,0,0,0,0,21,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,70,NT,NT,NT,NT,--,NT,NT,NT,NT,98,NT,NT,NT,NT,20,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,40,NT,NT,NT,NT,0,0,0,0,0,26,NT,NT,NT,NT
49,70896,6052039,2020-2021,239,NT,NT,NT,NT,125,NT,NT,NT,NT,114,NT,NT,NT,NT,--,NT,NT,NT,NT,13,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,85,NT,NT,NT,NT,--,NT,NT,NT,NT,116,NT,NT,NT,NT,--,NT,NT,NT,NT,27,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,122,NT,NT,NT,NT,0,0,0,0,0,59,NT,NT,NT,NT
19,64733,0111955,2020-2021,375,NT,NT,NT,NT,206,NT,NT,NT,NT,169,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,359,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,138,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,363,NT,NT,NT,NT,--,NT,NT,NT,NT,55,NT,NT,NT,NT
13,63230,6008650,2020-2021,259,233,89.96,10.04,19.65,126,113,89.68,10.32,17.27,133,120,90.23,9.77,21.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,225,90.36,9.64,19.46,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,135,118,87.41,12.59,11.97,--,--,--,--,--,22,16,72.73,27.27,28.57,0,0,0,0,0,94,79,84.04,15.96,14.29,41,38,92.68,7.32,21.62,31,22,70.97,29.03,14.29
19,64733,1931559,2020-2021,59,10,16.95,83.05,--,31,5,16.13,83.87,--,28,5,17.86,82.14,--,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,47,7,14.89,85.11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,10,19.23,80.77,--,0,0,0,0,0,--,--,--,--,--
19,75713,6011027,2020-2021,350,NT,NT,NT,NT,156,NT,NT,NT,NT,194,NT,NT,NT,NT,--,NT,NT,NT,NT,64,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,252,NT,NT,NT,NT,--,NT,NT,NT,NT,13,NT,NT,NT,NT,--,NT,NT,NT,NT,60,NT,NT,NT,NT,--,NT,NT,NT,NT,16,NT,NT,NT,NT,--,NT,NT,NT,NT,191,NT,NT,NT,NT,0,0,0,0,0,22,NT,NT,NT,NT
19,64733,6019228,2020-2021,92,NT,NT,NT,NT,42,NT,NT,NT,NT,50,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,85,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,11,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,79,NT,NT,NT,NT,0,0,0,0,0,11,NT,NT,NT,NT
19,64550,6013551,2020-2021,211,NT,NT,NT,NT,108,NT,NT,NT,NT,103,NT,NT,NT,NT,0,0,0,0,0,110,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,86,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,48,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,118,NT,NT,NT,NT,0,0,0,0,0,22,NT,NT,NT,NT
33,67124,6108674,2020-2021,1145,NT,NT,NT,NT,569,NT,NT,NT,NT,576,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,968,NT,NT,NT,NT,99,NT,NT,NT,NT,19,NT,NT,NT,NT,37,NT,NT,NT,NT,281,NT,NT,NT,NT,14,NT,NT,NT,NT,456,NT,NT,NT,NT,--,NT,NT,NT,NT,1108,NT,NT,NT,NT,0,0,0,0,0,214,NT,NT,NT,NT
09,73783,6005623,2020-2021,156,140,89.74,10.26,44.29,79,69,87.34,12.66,37.68,77,71,92.21,7.79,50.70,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,19,19,100.00,0.00,42.11,0,0,0,0,0,124,109,87.90,12.10,47.71,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,16,16,100.00,0.00,37.50,--,--,--,--,--,64,60,93.75,6.25,33.33,0,0,0,0,0,24,21,87.50,12.50,19.05
30,66589,6029193,2020-2021,338,NT,NT,NT,NT,170,NT,NT,NT,NT,168,NT,NT,NT,NT,0,0,0,0,0,79,NT,NT,NT,NT,--,NT,NT,NT,NT,12,NT,NT,NT,NT,183,NT,NT,NT,NT,--,NT,NT,NT,NT,50,NT,NT,NT,NT,--,NT,NT,NT,NT,87,NT,NT,NT,NT,0,0,0,0,0,90,NT,NT,NT,NT,0,0,0,0,0,248,NT,NT,NT,NT,0,0,0,0,0,36,NT,NT,NT,NT
19,65136,0102475,2020-2021,590,NT,NT,NT,NT,294,NT,NT,NT,NT,296,NT,NT,NT,NT,0,0,0,0,0,111,NT,NT,NT,NT,0,0,0,0,0,31,NT,NT,NT,NT,136,NT,NT,NT,NT,24,NT,NT,NT,NT,247,NT,NT,NT,NT,41,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,97,NT,NT,NT,NT,0,0,0,0,0,65,NT,NT,NT,NT
14,10140,1430073,2020-2021,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--
36,67702,6119622,2020-2021,268,NT,NT,NT,NT,140,NT,NT,NT,NT,128,NT,NT,NT,NT,0,0,0,0,0,53,NT,NT,NT,NT,0,0,0,0,0,15,NT,NT,NT,NT,119,NT,NT,NT,NT,13,NT,NT,NT,NT,50,NT,NT,NT,NT,18,NT,NT,NT,NT,14,NT,NT,NT,NT,--,NT,NT,NT,NT,58,NT,NT,NT,NT,0,0,0,0,0,92,NT,NT,NT,NT,0,0,0,0,0,18,NT,NT,NT,NT
44,69799,0109595,2020-2021,614,NT,NT,NT,NT,335,NT,NT,NT,NT,279,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,596,NT,NT,NT,NT,0,0,0,0,0,17,NT,NT,NT,NT,0,0,0,0,0,223,NT,NT,NT,NT,--,NT,NT,NT,NT,180,NT,NT,NT,NT,0,0,0,0,0,366,NT,NT,NT,NT,29,NT,NT,NT,NT,100,NT,NT,NT,NT
33,75192,6113641,2020-2021,287,NT,NT,NT,NT,144,NT,NT,NT,NT,143,NT,NT,NT,NT,--,NT,NT,NT,NT,16,NT,NT,NT,NT,--,NT,NT,NT,NT,13,NT,NT,NT,NT,113,NT,NT,NT,NT,--,NT,NT,NT,NT,86,NT,NT,NT,NT,41,NT,NT,NT,NT,14,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,42,NT,NT,NT,NT,92,NT,NT,NT,NT,0,0,0,0,0,41,NT,NT,NT,NT
36,73957,6106116,2020-2021,715,NT,NT,NT,NT,364,NT,NT,NT,NT,351,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,360,NT,NT,NT,NT,11,NT,NT,NT,NT,291,NT,NT,NT,NT,43,NT,NT,NT,NT,92,NT,NT,NT,NT,--,NT,NT,NT,NT,18,NT,NT,NT,NT,0,0,0,0,0,519,NT,NT,NT,NT,0,0,0,0,0,153,NT,NT,NT,NT
37,68411,6059786,2020-2021,600,425,70.83,29.17,26.90,302,204,67.55,32.45,24.08,298,221,74.16,25.84,29.56,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,39,32,82.05,17.95,40.00,400,278,69.50,30.50,24.03,31,23,74.19,25.81,20.00,95,70,73.68,26.32,36.36,24,15,62.50,37.50,28.57,192,127,66.15,33.85,4.20,--,--,--,--,--,36,22,61.11,38.89,50.00,11,10,90.91,9.09,--,474,324,68.35,31.65,23.33,0,0,0,0,0,95,57,60.00,40.00,9.43
33,75200,0108530,2020-2021,394,NT,NT,NT,NT,209,NT,NT,NT,NT,185,NT,NT,NT,NT,--,NT,NT,NT,NT,18,NT,NT,NT,NT,--,NT,NT,NT,NT,12,NT,NT,NT,NT,140,NT,NT,NT,NT,25,NT,NT,NT,NT,158,NT,NT,NT,NT,39,NT,NT,NT,NT,20,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,16,NT,NT,NT,NT,122,NT,NT,NT,NT,0,0,0,0,0,84,NT,NT,NT,NT
10,62166,6006357,2020-2021,325,NT,NT,NT,NT,171,NT,NT,NT,NT,153,NT,NT,NT,NT,--,NT,NT,NT,NT,15,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,282,NT,NT,NT,NT,17,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,106,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,247,NT,NT,NT,NT,--,NT,NT,NT,NT,39,NT,NT,NT,NT
30,66548,3038445,2020-2021,635,438,68.98,31.02,67.98,341,229,67.16,32.84,64.89,294,209,71.09,28.91,71.36,0,0,0,0,0,315,233,73.97,26.03,80.60,--,--,--,--,--,--,--,--,--,--,274,180,65.69,34.31,51.15,--,--,--,--,--,16,9,56.25,43.75,--,14,7,50.00,50.00,--,154,103,66.88,33.12,25.25,--,--,--,--,--,--,--,--,--,--,14,11,78.57,21.43,72.73,136,84,61.76,38.24,58.54,0,0,0,0,0,68,43,63.24,36.76,23.81
19,64733,6016448,2020-2021,129,NT,NT,NT,NT,72,NT,NT,NT,NT,57,NT,NT,NT,NT,0,0,0,0,0,12,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,85,NT,NT,NT,NT,18,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,23,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,99,NT,NT,NT,NT,0,0,0,0,0,31,NT,NT,NT,NT
19,64758,6020085,2020-2021,217,212,97.70,2.30,27.36,101,100,99.01,0.99,21.00,116,112,96.55,3.45,33.04,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,209,205,98.09,1.91,26.83,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,61,61,100.00,0.00,8.20,--,--,--,--,--,108,104,96.30,3.70,19.23,0,0,0,0,0,156,151,96.79,3.21,22.52,0,0,0,0,0,34,32,94.12,5.88,6.25
01,61200,6085773,2020-2021,625,598,95.68,4.32,63.09,324,307,94.75,5.25,56.21,301,291,96.68,3.32,70.34,0,0,0,0,0,103,102,99.03,0.97,83.33,--,--,--,--,--,15,15,100.00,0.00,80.00,176,164,93.18,6.82,43.56,--,--,--,--,--,258,248,96.12,3.88,65.99,59,55,93.22,6.78,74.55,45,38,84.44,15.56,10.53,--,--,--,--,--,14,12,85.71,14.29,50.00,--,--,--,--,--,147,135,91.84,8.16,50.00,--,--,--,--,--,98,84,85.71,14.29,16.87
37,77172,0138099,2020-2021,74,NT,NT,NT,NT,38,NT,NT,NT,NT,36,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,37,NT,NT,NT,NT,--,NT,NT,NT,NT,23,NT,NT,NT,NT,--,NT,NT,NT,NT,13,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
44,69799,0140335,2020-2021,131,NT,NT,NT,NT,66,NT,NT,NT,NT,65,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,69,NT,NT,NT,NT,--,NT,NT,NT,NT,48,NT,NT,NT,NT,--,NT,NT,NT,NT,13,NT,NT,NT,NT,0,0,0,0,0,12,NT,NT,NT,NT,0,0,0,0,0,28,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
37,68023,6037923,2020-2021,174,NT,NT,NT,NT,97,NT,NT,NT,NT,77,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,143,NT,NT,NT,NT,--,NT,NT,NT,NT,16,NT,NT,NT,NT,--,NT,NT,NT,NT,39,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,151,NT,NT,NT,NT,0,0,0,0,0,35,NT,NT,NT,NT
36,67611,6035414,2020-2021,221,166,75.11,24.89,19.25,116,87,75.00,25.00,18.60,105,79,75.24,24.76,20.00,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,115,90,78.26,21.74,13.95,35,23,65.71,34.29,4.35,54,44,81.48,18.52,30.23,13,6,46.15,53.85,--,22,13,59.09,40.91,0.00,--,--,--,--,--,74,54,72.97,27.03,23.08,0,0,0,0,0,171,125,73.10,26.90,10.74,0,0,0,0,0,79,57,72.15,27.85,3.51
43,69393,6046601,2020-2021,175,NT,NT,NT,NT,92,NT,NT,NT,NT,83,NT,NT,NT,NT,--,NT,NT,NT,NT,23,NT,NT,NT,NT,--,NT,NT,NT,NT,11,NT,NT,NT,NT,96,NT,NT,NT,NT,--,NT,NT,NT,NT,28,NT,NT,NT,NT,--,NT,NT,NT,NT,49,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,90,NT,NT,NT,NT,0,0,0,0,0,47,NT,NT,NT,NT
07,61754,0730424,2020-2021,12,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
44,10447,6069397,2020-2021,31,14,45.16,54.84,0.00,22,11,50.00,50.00,0.00,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,17,7,41.18,58.82,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,14,6,42.86,57.14,--,0,0,0,0,0,31,14,45.16,54.84,0.00
10,62117,6113575,2020-2021,433,NT,NT,NT,NT,219,NT,NT,NT,NT,214,NT,NT,NT,NT,--,NT,NT,NT,NT,46,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,133,NT,NT,NT,NT,--,NT,NT,NT,NT,224,NT,NT,NT,NT,13,NT,NT,NT,NT,17,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,178,NT,NT,NT,NT,0,0,0,0,0,38,NT,NT,NT,NT
19,64733,6015903,2020-2021,105,NT,NT,NT,NT,53,NT,NT,NT,NT,52,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,NT,NT,NT,NT,59,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,11,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,91,NT,NT,NT,NT,0,0,0,0,0,34,NT,NT,NT,NT
56,76828,6055586,2020-2021,195,NT,NT,NT,NT,108,NT,NT,NT,NT,87,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,100,NT,NT,NT,NT,--,NT,NT,NT,NT,54,NT,NT,NT,NT,0,0,0,0,0,178,NT,NT,NT,NT,--,NT,NT,NT,NT,44,NT,NT,NT,NT
01,61309,0130849,2020-2021,405,NT,NT,NT,NT,219,NT,NT,NT,NT,185,NT,NT,NT,NT,--,NT,NT,NT,NT,100,NT,NT,NT,NT,--,NT,NT,NT,NT,39,NT,NT,NT,NT,188,NT,NT,NT,NT,18,NT,NT,NT,NT,37,NT,NT,NT,NT,13,NT,NT,NT,NT,32,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,28,NT,NT,NT,NT,214,NT,NT,NT,NT,0,0,0,0,0,46,NT,NT,NT,NT
33,67173,6108443,2020-2021,874,1,0.11,99.89,--,463,1,0.22,99.78,--,411,0,0.00,100.00,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,709,1,0.14,99.86,--,69,0,0.00,100.00,--,58,0,0.00,100.00,--,25,0,0.00,100.00,--,244,0,0.00,100.00,--,--,--,--,--,--,36,0,0.00,100.00,--,0,0,0,0,0,864,1,0.12,99.88,--,--,--,--,--,--,125,1,0.80,99.20,--
