CDSCODE,C,D,S,SARCYear,AVGEN_Y1,NCSEN_Y1,NCMEN_Y1,NCLEN_Y1,AVGMA_Y1,NCSMA_Y1,NCMMA_Y1,NCLMA_Y1,AVGSC_Y1,NCSSC_Y1,NCMSC_Y1,NCLSC_Y1,AVGSS_Y1,NCSSS_Y1,NCMSS_Y1,NCLSS_Y1,AVGEN_Y2,NCSEN_Y2,NCMEN_Y2,NCLEN_Y2,AVGMA_Y2,NCSMA_Y2,NCMMA_Y2,NCLMA_Y2,AVGSC_Y2,NCSSC_Y2,NCMSC_Y2,NCLSC_Y2,AVGSS_Y2,NCSSS_Y2,NCMSS_Y2,NCLSS_Y2,AVGEN_Y3,NCSEN_Y3,NCMEN_Y3,NCLEN_Y3,AVGMA_Y3,NCSMA_Y3,NCMMA_Y3,NCLMA_Y3,AVGSC_Y3,NCSSC_Y3,NCMSC_Y3,NCLSC_Y3,AVGSS_Y3,NCSSS_Y3,NCMSS_Y3,NCLSS_Y3
55723716054910,55,72371,6054910,2020-21,22,2,6,,22,4,4,,30,,6,,26,2,6,,21,4,4,,21,3,5,,28,1,5,,28,1,4,1,,,,,,,,,,,,,,,,
07616480730465,07,61648,0730465,2020-21,29,20,16,35,30,10,17,32,30,5,14,24,31,8,20,28,29,12,19,32,30,14,11,33,30,6,15,18,30,9,15,31,14,137,,,14,123,,,15,90,,,15,121,,
36750776107346,36,75077,6107346,2020-21,,,,,,,,,,,,,,,,,23,4,6,,28,1,6,,28,1,6,,28,1,6,,28,1,4,2,24,2,4,2,33,,4,2,24,2,4,2
19646426014609,19,64642,6014609,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19647330124503,19,64733,0124503,2020-21,21,15,9,7,24,9,9,7,26,8,2,8,23,7,5,6,25,10,12,8,23,11,11,6,32,5,3,10,24,8,7,5,26,9,10,11,24,11,7,8,31,3,7,11,27,5,4,7
13630811330141,13,63081,1330141,2020-21,9,1,,,5,2,,,9,1,,,10,1,,,7,2,,,13,2,,,7,2,,,7,2,,,10,2,,,10,2,,,,,,,10,2,,
48104886089668,48,10488,6089668,2020-21,4,9,,,4,9,,,5,4,,,4,14,,,3,9,,,3,10,,,3,8,,,2,21,,,2,21,,,3,17,,,2,20,,,2,26,,
33670580114504,33,67058,0114504,2020-21,9,29,,,14,11,9,,14,6,5,,10,28,10,1,9,28,,,13,11,7,,13,7,4,,10,26,7,,8,28,,,14,11,4,,17,3,3,,8,30,1,
19647330106849,19,64733,0106849,2020-21,22,18,24,,25,8,23,1,28,3,13,2,30,1,15,4,25,8,28,,26,6,22,2,28,1,16,1,28,2,18,1,23,25,18,,23,14,20,,25,11,11,1,26,6,17,1
43694270125617,43,69427,0125617,2020-21,28,4,20,1,26,4,8,2,28,,14,1,31,1,7,6,27,3,15,1,26,4,11,,30,1,11,3,26,7,9,3,23,14,12,1,18,20,5,,24,7,9,3,23,14,6,5
19645686099022,19,64568,6099022,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56725460120634,56,72546,0120634,2020-21,30,2,2,4,29,,5,2,30,1,1,4,24,2,3,2,31,1,4,3,24,4,1,3,29,1,2,3,32,,2,2,22,4,1,1,20,5,1,,21,3,,1,20,2,1,
19647331996651,19,64733,1996651,2020-21,4,12,,,3,11,,,4,7,,,5,7,,,4,6,,,5,4,,,4,4,,,5,4,,,4,3,,,5,2,,,8,1,,,5,2,,
39685696095210,39,68569,6095210,2020-21,20,4,3,,25,,5,,25,,5,,25,,5,,17,6,2,,23,2,3,,23,2,3,,23,1,4,,18,4,4,,23,1,4,,25,,5,,25,,5,
19647666020218,19,64766,6020218,2020-21,30,4,,20,31,,15,10,32,,10,13,30,1,18,5,30,8,2,20,25,11,14,9,35,,2,21,32,2,3,20,29,8,5,17,27,8,12,11,34,1,2,21,32,2,3,20
19753416021992,19,75341,6021992,2020-21,28,5,11,12,27,5,17,6,31,2,11,10,31,2,11,10,28,6,17,7,28,3,16,8,30,1,15,8,29,2,17,7,29,5,8,14,27,4,18,3,33,,9,11,31,1,9,12
34765050101832,34,76505,0101832,2020-21,20,12,9,1,21,7,10,,26,4,6,2,23,5,7,1,24,7,13,1,24,6,10,1,25,5,10,,30,2,3,5,23,14,8,2,22,7,13,,26,3,9,3,33,1,3,7
15634796104004,15,63479,6104004,2020-21,23,9,22,2,26,5,20,2,26,9,16,6,27,4,17,6,22,10,24,1,25,4,22,2,27,6,14,6,28,3,18,5,23,9,25,,25,4,23,1,28,4,17,4,28,2,22,2
56725536120620,56,72553,6120620,2020-21,22,6,5,,24,3,4,,24,3,4,,28,2,3,1,24,2,8,,24,4,6,,27,,6,,27,,6,,21,8,10,,26,2,11,,26,1,5,,26,1,6,
19647330124016,19,64733,0124016,2020-21,15,37,18,,20,17,18,,18,15,7,,20,10,9,,14,77,16,,19,33,38,,18,25,17,,20,18,20,,17,51,22,,17,63,13,,15,46,,,15,47,,
24658136025779,24,65813,6025779,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37680980102590,37,68098,0102590,2020-21,17,56,27,,21,15,21,,24,8,21,,24,9,20,,18,44,33,,22,12,21,,28,3,21,,24,7,21,,18,54,16,,18,26,8,,22,14,13,,20,19,12,
30103060133959,30,10306,0133959,2020-21,18,4,1,,14,5,,,16,4,,,22,1,1,,26,3,,3,29,1,2,2,37,,1,2,25,1,3,2,11,8,,,7,10,,,13,3,1,,18,4,2,1
19644361931617,19,64436,1931617,2020-21,14,11,2,,8,12,,,8,4,,,8,21,,,15,10,2,1,11,9,2,,13,3,1,,11,14,,,18,8,1,2,14,7,1,1,16,3,,1,15,10,,2
30664646095095,30,66464,6095095,2020-21,23,8,16,6,24,9,15,6,28,3,17,5,27,4,16,6,23,9,15,4,22,10,14,4,27,4,12,7,26,5,14,5,20,14,10,4,19,14,10,6,21,10,14,3,21,11,10,6
15633620110775,15,63362,0110775,2020-21,23,37,37,10,26,5,30,2,25,3,36,,25,4,35,,23,33,40,11,26,10,25,12,25,7,34,,25,7,34,,16,60,14,,34,3,24,14,28,6,31,,28,4,32,1
19646676108526,19,64667,6108526,2020-21,9,3,,1,9,4,,,9,4,,,12,2,,1,47,,,1,47,,,1,24,,2,,47,,,1,19,1,2,,28,,2,,28,,2,,28,,2,
19734370115725,19,73437,0115725,2020-21,47,1,6,9,70,,,7,34,1,7,2,46,,3,5,47,2,1,7,49,1,2,7,78,,,3,64,,,2,20,11,7,3,23,11,8,2,25,5,2,4,20,5,,4
54105460119602,54,10546,0119602,2020-21,13,18,2,,14,14,4,1,18,7,6,,13,8,1,1,14,20,4,,13,11,4,2,23,5,4,,10,9,3,,15,19,4,,11,17,5,1,18,6,8,1,7,20,3,1
33672150131359,33,67215,0131359,2020-21,25,6,4,8,29,4,3,8,30,3,4,10,23,6,4,6,25,5,5,8,29,4,4,7,27,6,2,9,23,6,4,6,8,57,,,8,57,,,8,62,,,8,45,,
10621660129338,10,62166,0129338,2020-21,24,8,28,1,23,6,30,,24,5,29,,25,6,29,3,25,8,26,2,24,6,29,,25,4,30,,26,7,26,5,23,8,29,,24,8,27,,24,4,30,,25,4,31,3
01611270130450,01,61127,0130450,2020-21,24,13,36,1,24,13,27,6,26,7,31,1,27,2,31,3,23,16,35,,26,11,27,4,26,9,31,,26,5,33,,22,16,37,,21,21,24,7,23,15,31,,21,15,34,
41688904132817,41,68890,4132817,2020-21,22,18,20,8,23,11,21,3,27,5,14,9,26,10,20,14,21,24,18,10,20,26,10,14,26,9,7,13,21,17,14,11,21,22,23,6,19,28,18,8,21,18,15,7,19,23,18,7
53716966053722,53,71696,6053722,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19647336019475,19,64733,6019475,2020-21,23,11,9,8,27,5,11,5,30,3,7,6,30,2,6,9,24,7,16,3,25,8,12,2,31,,10,4,18,14,11,4,23,9,19,1,26,4,18,,28,1,14,,24,6,15,
54753256100275,54,75325,6100275,2020-21,26,4,34,,25,7,16,,22,6,5,,27,1,14,,23,16,30,,24,12,20,,24,2,10,,24,5,11,,26,10,32,,25,2,30,,24,5,8,,25,4,12,
04614246116610,04,61424,6116610,2020-21,29,3,8,9,26,3,14,4,29,4,6,10,30,1,9,8,31,4,7,12,25,8,6,11,30,2,7,11,31,1,8,10,12,47,,,12,45,,,15,35,,,14,36,,
37683383730231,37,68338,3730231,2020-21,4,76,,,6,37,,,6,38,,,7,41,,,4,69,,,5,35,,,5,45,,,6,46,,,3,61,,,4,32,,,4,34,,,5,46,,
41688746043509,41,68874,6043509,2020-21,23,8,8,,23,2,2,,21,3,2,,23,2,2,,22,3,1,,20,4,1,,22,3,1,,22,3,1,,7,1,,,30,2,,2,30,2,,2,,,,
30665483032943,30,66548,3032943,2020-21,29,23,17,68,31,12,20,62,32,9,13,52,30,14,20,55,32,13,22,63,33,12,17,63,32,6,21,47,29,16,24,49,14,224,,,16,175,6,3,16,148,,,14,187,1,
33670826032114,33,67082,6032114,2020-21,15,5,1,,21,3,1,,21,3,1,,21,3,1,,14,7,,,21,4,,,21,4,,,21,4,,,14,6,,,18,4,,,18,4,,,18,4,,
54718606118111,54,71860,6118111,2020-21,22,16,21,,26,2,22,,25,6,20,,24,4,22,,31,4,18,4,32,3,13,5,25,6,15,,28,,19,,23,10,22,,24,10,13,,28,,20,,26,4,17,
36103636069348,36,10363,6069348,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19643520118521,19,64352,0118521,2020-21,,,,,,,,,,,,,,,,,2,11,,,1,5,,,1,1,,,1,4,,,3,6,,,3,6,,,1,3,,,1,3,,
19651366111926,19,65136,6111926,2020-21,28,10,13,21,28,14,11,24,30,5,12,22,29,8,10,24,55,6,7,10,50,3,6,9,65,2,5,9,60,2,5,12,26,12,19,12,26,12,14,16,31,2,13,17,29,6,21,11
19647330106971,19,64733,0106971,2020-21,21,24,17,6,22,14,15,6,23,9,9,8,26,9,6,14,22,19,16,10,24,10,16,7,22,11,7,11,25,10,9,12,24,17,18,12,26,9,12,12,20,14,13,2,23,15,14,8
33751766105548,33,75176,6105548,2020-21,24,16,13,9,26,11,9,14,30,4,3,19,30,4,4,18,23,15,13,8,25,12,10,12,27,6,5,16,27,6,6,15,24,12,10,12,25,7,17,4,29,5,1,19,28,5,8,13
43695344334371,43,69534,4334371,2020-21,23,28,70,1,28,13,51,11,27,14,55,9,24,15,50,5,25,20,70,3,26,15,56,8,28,8,63,3,26,13,44,10,25,21,68,4,26,16,48,15,28,12,43,18,26,14,48,8
33671810138610,33,67181,0138610,2020-21,5,9,,,4,9,,,5,7,,,6,7,,,9,44,3,3,7,43,,3,8,40,3,2,7,48,1,2,5,74,4,,4,90,,,5,65,1,,5,78,2,
19642121931880,19,64212,1931880,2020-21,31,,19,14,29,6,14,15,30,,28,7,31,3,16,14,31,,19,14,29,7,10,18,31,1,20,13,32,4,8,21,26,4,36,,24,14,28,,25,6,36,,27,11,27,1
37735696038889,37,73569,6038889,2020-21,30,,4,,30,,3,1,30,,4,,30,,3,1,26,2,3,,26,2,3,,26,2,3,,26,2,3,,29,1,2,1,29,1,2,1,29,1,2,1,27,1,3,
37684030125401,37,68403,0125401,2020-21,19,6,1,3,20,3,2,,15,4,1,,25,3,4,2,16,6,3,1,14,3,,1,16,2,1,,19,6,3,1,12,15,1,,12,7,2,,15,4,1,1,15,10,4,
30665226028633,30,66522,6028633,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34674390101899,34,67439,0101899,2020-21,16,10,4,3,20,8,3,1,25,5,4,1,21,4,7,2,19,7,7,1,22,5,5,2,21,5,6,1,20,7,5,2,17,8,5,2,18,8,4,1,21,6,4,1,16,10,4,2
43696666060115,43,69666,6060115,2020-21,22,12,23,1,23,8,23,1,24,8,24,1,25,6,22,1,23,11,23,1,25,6,25,,28,4,18,6,26,6,21,1,21,13,20,,25,5,20,1,25,5,21,,24,7,19,
58727365830138,58,72736,5830138,2020-21,17,18,9,,23,6,9,,21,10,7,,23,4,10,,18,21,3,,18,24,3,,22,8,8,,22,6,8,,13,33,2,,16,24,3,,20,12,6,,21,9,5,
36750443630811,36,75044,3630811,2020-21,17,3,3,1,12,9,,,11,6,1,,18,3,2,,28,2,,4,18,5,2,1,16,6,2,1,24,3,,3,10,12,,,10,7,,,8,9,,,9,10,,
19647331931690,19,64733,1931690,2020-21,3,50,,,4,31,,,4,21,,,4,39,,,4,50,,,10,32,,2,5,15,,,5,33,,,4,44,,,10,31,1,1,4,17,,,4,39,,
43694506047229,43,69450,6047229,2020-21,17,22,7,,20,10,7,,22,8,7,,17,14,4,,18,23,,,16,17,1,,18,12,4,,17,17,,,15,31,1,,15,23,1,,15,22,1,,15,23,2,
39686766042618,39,68676,6042618,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,5,,30,,4,,28,,5,,30,,4,
19642461995398,19,64246,1995398,2020-21,22,55,18,52,27,21,35,35,23,35,24,32,25,31,8,46,22,57,24,49,23,47,28,34,26,24,18,33,25,30,8,50,23,60,14,53,23,44,17,47,26,24,22,32,25,25,18,36
27660846026157,27,66084,6026157,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37681303731262,37,68130,3731262,2020-21,29,2,31,15,32,1,19,20,30,,30,4,29,5,39,13,28,8,34,9,30,2,30,7,29,,34,,29,2,38,14,18,49,22,11,24,12,33,3,20,23,22,1,20,44,33,10
42691120124255,42,69112,0124255,2020-21,3,27,,,2,52,,,1,3,,,3,22,,,3,27,,,2,36,,,4,16,,,2,11,,,4,21,,,2,30,,,5,13,,,4,18,,
19647330122390,19,64733,0122390,2020-21,19,12,4,7,25,6,6,6,28,3,2,9,25,4,4,6,20,9,6,5,23,6,7,5,28,2,2,8,20,7,7,3,18,14,6,5,21,9,5,7,26,4,4,6,21,7,6,5
09618466005482,09,61846,6005482,2020-21,19,7,5,,19,4,3,,22,4,3,,19,4,2,,19,6,6,,17,4,3,,25,1,3,,25,1,3,,12,7,,,10,8,,,12,7,,,12,7,,
10624301030758,10,62430,1030758,2020-21,10,21,,,10,10,,,9,10,,,8,18,,,9,24,,1,11,5,1,1,9,9,,,7,17,,,9,27,2,,5,15,,,5,15,,,6,22,,
31668030129080,31,66803,0129080,2020-21,25,2,3,3,20,5,3,2,11,6,,,25,2,3,3,23,2,6,,19,4,6,,30,,6,,30,,6,,20,2,6,,16,6,4,,25,,6,,25,,6,
19643521934926,19,64352,1934926,2020-21,20,74,68,,21,57,61,,24,28,75,,24,24,63,,18,94,63,,20,66,58,,23,32,68,,23,31,62,1,19,72,27,24,22,50,27,30,27,24,24,33,26,24,19,34
37683383730314,37,68338,3730314,2020-21,31,5,22,36,31,7,11,39,29,9,15,35,34,1,8,33,32,2,15,42,33,5,8,42,32,3,8,39,34,2,3,37,27,5,33,1,25,8,29,,27,3,28,,28,1,25,
01611196090054,01,61119,6090054,2020-21,24,7,18,1,23,7,12,6,30,1,11,7,27,3,17,1,26,6,9,9,24,8,12,5,35,1,2,16,35,1,3,15,21,4,7,1,18,6,5,1,25,2,2,5,32,,5,3
49708050105890,49,70805,0105890,2020-21,23,1,4,,23,1,4,,20,2,4,,23,1,4,,23,1,4,,22,2,4,,23,1,4,,21,2,4,,,,,,,,,,,,,,,,,
40688414030128,40,68841,4030128,2020-21,4,3,,,3,2,,,12,1,,,4,3,,,3,3,,,4,2,,,9,1,,,3,3,,,6,2,,,5,2,,,11,1,,,6,2,,
30665226028625,30,66522,6028625,2020-21,26,9,25,2,26,6,13,5,27,4,10,3,26,3,10,3,22,14,22,,26,5,18,,25,6,12,,24,5,12,1,23,11,22,4,25,7,13,2,22,5,11,2,23,4,11,2
42691126045264,42,69112,6045264,2020-21,,,,,,,,,,,,,,,,,24,,2,,24,,2,,24,,2,,24,,2,,20,2,,,20,2,,,20,2,,,20,2,,
19647330112060,19,64733,0112060,2020-21,18,4,1,3,29,1,1,3,35,,2,4,35,,1,3,22,3,1,2,26,2,1,2,32,,3,3,32,,2,2,24,2,2,2,29,1,2,2,37,,,6,35,,,4
47704906050959,47,70490,6050959,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33671730127316,33,67173,0127316,2020-21,20,45,19,19,22,29,27,12,24,19,26,9,23,29,14,19,19,51,19,16,23,23,25,14,24,19,19,12,22,38,10,17,13,105,15,,14,89,16,,14,67,15,,15,74,16,
40687006117980,40,68700,6117980,2020-21,20,6,4,,19,3,3,,19,3,3,,19,2,4,,18,6,4,,15,4,4,,20,2,4,,24,1,4,,13,11,2,,9,16,1,,11,13,2,,13,10,3,
32669693230042,32,66969,3230042,2020-21,2,7,,,5,2,,,3,3,,,2,10,,,2,6,,,4,3,,,5,2,,,2,6,,,1,4,,,2,2,,,1,3,,,1,3,,
19647331931047,19,64733,1931047,2020-21,25,64,48,65,28,41,45,88,30,14,35,47,31,21,21,62,28,52,52,68,28,46,68,68,31,15,32,50,30,17,23,48,21,83,61,27,23,74,51,30,29,21,26,52,31,14,16,58
33103300137869,33,10330,0137869,2020-21,12,8,,,10,8,,,11,6,,,14,6,,,4,29,,,3,25,,,4,17,,,4,21,,,7,21,,,8,16,,,9,9,2,,7,16,1,1
38684786040935,38,68478,6040935,2020-21,30,,11,,30,,5,,30,,5,,30,,5,,29,,6,,29,,6,,29,,7,,29,,6,,29,,12,,29,,6,,29,,6,,29,,6,
14632891434901,14,63289,1434901,2020-21,15,5,1,,11,7,,,18,4,1,,14,4,,,23,2,2,,14,4,2,,25,1,2,,13,4,1,,25,1,2,,27,,2,,18,1,2,,25,,2,
37683383731213,37,68338,3731213,2020-21,24,10,16,8,26,8,2,11,23,9,15,4,26,5,7,7,24,9,15,5,26,6,5,7,22,11,11,5,30,1,8,9,30,3,9,12,20,13,6,1,23,7,6,4,29,6,10,2
33671576109334,33,67157,6109334,2020-21,23,8,9,3,29,1,10,2,30,1,7,4,31,,7,5,28,3,13,3,31,,9,4,29,,10,3,27,2,11,,25,5,13,,30,,9,3,30,,11,1,30,,10,1
33103300110833,33,10330,0110833,2020-21,24,34,7,5,20,36,12,5,24,22,9,4,22,28,4,3,224,31,9,19,139,43,7,17,168,27,4,12,242,23,3,13,171,14,14,21,153,10,11,19,147,16,10,14,158,13,12,12
40687596043103,40,68759,6043103,2020-21,23,8,20,,23,8,20,,27,2,20,,26,3,19,,25,6,19,2,23,11,19,,27,3,16,3,27,3,16,3,25,6,19,,26,10,16,2,28,2,16,3,26,2,19,1
36750510115089,36,75051,0115089,2020-21,2,250,,,2,243,,,2,178,,,2,214,,,2,241,3,,2,249,,,2,166,1,1,2,198,1,1,2,343,,,2,340,,,1,269,,,1,329,,
27661592730109,27,66159,2730109,2020-21,21,61,83,11,20,70,61,11,21,39,59,1,21,40,61,9,19,80,85,7,20,55,79,7,19,47,54,,21,47,60,8,19,43,32,9,21,39,20,11,21,18,27,1,22,22,22,14
30739246058853,30,73924,6058853,2020-21,30,4,28,24,27,7,10,14,32,,13,13,32,,16,10,31,4,30,22,28,7,11,13,30,2,14,11,31,,16,10,26,26,20,16,22,15,12,7,26,11,11,7,25,12,6,11
51713576053235,51,71357,6053235,2020-21,26,2,8,,18,5,2,,24,2,3,,24,2,3,,28,,8,,27,,4,,28,,4,,28,,4,,25,,4,,25,,4,,25,,4,,25,,4,
19651026110837,19,65102,6110837,2020-21,23,13,19,5,23,14,17,7,23,9,28,1,23,12,21,5,22,12,29,,22,13,26,2,23,10,28,,21,14,30,1,25,11,17,10,23,16,12,12,25,12,14,11,22,15,15,12
13631646008569,13,63164,6008569,2020-21,25,9,22,3,27,3,20,4,28,2,19,4,30,2,14,8,23,13,26,2,26,7,18,,27,3,20,2,25,3,23,1,25,10,22,6,28,2,20,2,25,3,25,,26,3,24,
01612590125716,01,61259,0125716,2020-21,19,35,25,,16,36,8,2,18,21,18,1,17,26,21,1,20,32,36,,20,20,21,3,18,24,19,2,21,20,22,4,17,17,16,1,17,10,12,,16,14,9,,15,19,8,3
19644776108294,19,64477,6108294,2020-21,24,15,16,1,29,4,10,10,29,6,11,12,27,3,18,3,27,5,19,4,26,7,12,6,29,,15,9,29,,19,4,24,13,15,5,24,12,10,5,25,9,18,4,26,7,15,5
45699146114144,45,69914,6114144,2020-21,3,1,,,3,1,,,3,1,,,3,1,,,7,1,,,7,1,,,7,1,,,7,1,,,4,1,,,4,1,,,4,1,,,4,1,,
56737596055891,56,73759,6055891,2020-21,28,3,7,8,27,3,13,2,34,,5,10,34,,4,11,28,6,7,8,24,7,11,3,28,4,6,8,28,4,5,9,22,5,10,2,22,6,10,,26,2,11,1,26,2,11,1
43104390113431,43,10439,0113431,2020-21,28,4,21,2,26,6,21,,26,7,22,,28,4,22,1,27,5,19,4,27,5,18,4,28,4,21,,29,2,18,7,28,6,13,8,24,13,16,1,27,6,15,5,29,5,19,5
15636936103493,15,63693,6103493,2020-21,29,11,22,34,28,5,25,5,31,2,19,11,30,2,14,17,29,4,64,4,28,5,22,10,32,,15,18,32,,14,19,29,,64,2,29,,32,1,30,,29,4,30,,29,4
19647330122408,19,64733,0122408,2020-21,18,12,8,2,22,6,9,3,27,2,3,6,29,2,6,3,19,12,7,1,27,3,8,3,27,1,4,1,30,1,5,4,17,11,8,1,23,3,12,,27,1,5,,24,2,8,1
19647330116509,19,64733,0116509,2020-21,27,6,20,7,29,2,8,5,34,,2,8,28,1,6,3,21,19,11,2,21,12,8,1,28,1,12,2,25,6,7,2,15,47,3,,15,40,1,,17,21,3,,16,24,,
09619030937805,09,61903,0937805,2020-21,11,43,9,5,18,19,14,11,20,8,6,6,14,46,18,6,11,47,11,7,17,21,13,9,24,5,9,5,15,34,11,14,14,32,13,3,22,10,10,6,27,3,9,3,19,15,11,10
04614246057137,04,61424,6057137,2020-21,26,8,3,12,25,6,12,5,27,6,11,9,29,5,8,7,24,10,8,8,26,7,13,5,26,6,10,7,28,4,9,8,13,46,,,14,43,2,1,15,38,,,13,42,,
04615316003321,04,61531,6003321,2020-21,22,6,13,1,19,9,13,,23,4,14,,23,3,14,,20,5,7,,21,6,6,,22,5,5,,23,4,6,,16,5,4,,16,5,4,,16,5,3,,17,5,3,
23655652330215,23,65565,2330215,2020-21,10,2,,,10,2,,,4,4,,,5,6,,,7,5,,,3,5,,,5,5,,,4,7,,,7,4,,,7,4,,,7,4,,,,,,
39767606041883,39,76760,6041883,2020-21,24,,2,,24,,2,,24,,2,,24,,2,,25,1,1,,16,2,1,,25,1,1,,25,1,1,,19,2,1,,16,2,1,,24,1,1,,24,1,1,
37735693739026,37,73569,3739026,2020-21,13,14,,,9,10,,,12,8,,,19,4,2,,10,15,,,12,6,,,11,5,,,9,9,1,,8,18,,,8,8,,,14,5,,,15,7,,
19647331937085,19,64733,1937085,2020-21,5,17,,,7,7,,,7,5,,,3,15,,,4,12,,,4,9,,,6,3,,,1,16,,,6,10,,,6,6,,,13,2,,,2,11,,
41689166043723,41,68916,6043723,2020-21,22,11,30,2,21,9,14,,20,10,12,1,22,6,12,3,25,8,31,,26,3,15,,34,1,12,4,27,2,14,1,26,4,24,2,28,2,13,2,27,2,13,2,26,5,10,2
37683386059687,37,68338,6059687,2020-21,30,2,10,10,29,1,16,5,30,1,16,5,30,2,10,10,31,1,9,9,29,1,15,4,33,,5,13,33,,7,11,24,8,13,1,28,,16,2,27,2,17,,25,7,12,1
49706986051726,49,70698,6051726,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50712175036256,50,71217,5036256,2020-21,27,15,33,18,25,16,40,6,28,5,25,4,29,5,25,16,27,19,25,25,25,19,37,7,25,13,18,4,30,6,20,18,14,134,,,13,123,3,,14,66,,,15,92,,
38684783833407,38,68478,3833407,2020-21,26,21,68,20,30,13,28,64,30,8,33,49,30,8,51,38,27,16,80,11,32,11,25,68,32,3,27,59,31,8,26,64,27,18,81,7,28,17,48,37,33,2,28,58,30,7,55,36
07618040113118,07,61804,0113118,2020-21,30,13,55,47,29,13,44,51,31,5,45,44,31,11,31,68,28,18,65,38,29,12,66,32,30,6,61,32,29,8,82,31,29,14,66,39,30,8,55,43,31,2,67,27,30,9,63,43
37682130123224,37,68213,0123224,2020-21,9,47,2,5,7,46,2,2,9,25,4,1,11,33,1,5,11,35,,5,9,33,3,2,13,17,1,2,14,22,,5,11,36,4,7,7,62,1,3,10,23,1,4,13,26,1,5
42693104234613,42,69310,4234613,2020-21,21,58,24,40,24,31,30,25,20,24,40,,20,42,8,36,21,63,30,45,24,30,37,27,22,23,39,,22,35,7,39,20,100,26,44,26,32,34,28,20,33,37,2,19,51,14,35
37684523730942,37,68452,3730942,2020-21,25,5,35,,22,22,22,,25,11,24,1,25,14,21,5,26,6,30,3,22,23,20,1,25,9,25,2,25,7,27,1,25,9,29,1,21,23,18,1,26,9,24,1,25,6,31,
31750853130150,31,75085,3130150,2020-21,27,15,52,20,29,6,51,25,31,5,30,20,32,6,18,42,27,15,37,33,27,10,59,21,30,6,22,28,32,3,16,48,9,134,,,9,141,,,9,121,,,10,117,,
37683380131979,37,68338,0131979,2020-21,18,20,,6,13,30,1,5,15,22,,4,21,15,,6,149,9,1,17,87,16,2,20,120,9,2,16,181,7,,14,139,12,,16,102,9,3,21,110,11,,16,152,11,,12
29102980126227,29,10298,0126227,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37768516108567,37,76851,6108567,2020-21,21,9,9,4,20,9,12,1,26,3,14,,25,5,6,7,20,12,8,3,23,8,9,2,26,4,9,5,23,8,7,4,18,16,9,1,19,11,9,1,22,6,13,1,23,7,10,1
39685936107429,39,68593,6107429,2020-21,27,1,7,1,24,2,6,2,30,,5,3,30,,5,3,31,,4,6,32,,3,7,33,,2,6,33,,2,6,29,,8,,29,,8,,29,,8,,29,,8,
43695836095384,43,69583,6095384,2020-21,23,12,4,9,25,7,7,8,33,1,2,13,30,2,5,11,21,16,7,4,27,3,9,5,34,,4,11,27,4,5,9,19,18,6,8,21,9,7,7,24,6,5,9,23,7,3,11
36678010132720,36,67801,0132720,2020-21,4,3,,,4,3,,,4,3,,,3,4,,,6,3,,,8,3,,,6,3,,,5,4,,,6,5,,,8,4,,,6,5,,,4,7,,
27102726069512,27,10272,6069512,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19734376061279,19,73437,6061279,2020-21,15,15,4,,20,6,5,,19,9,4,,22,4,4,1,18,11,2,2,22,4,5,,23,3,3,2,19,5,3,2,12,18,5,1,19,5,4,1,21,4,1,4,21,5,,4
04755070433946,04,75507,0433946,2020-21,8,4,,,5,9,,,3,6,,,4,13,,,4,12,,,3,8,,,2,9,,,3,15,,,5,11,,,8,6,,,5,7,,,5,14,,
24656310101402,24,65631,0101402,2020-21,,,,,4,1,,,4,1,,,4,1,,,8,1,,,8,1,,,8,1,,,8,1,,,1,1,,,1,1,,,1,1,,,1,1,,
19647336058283,19,64733,6058283,2020-21,21,20,18,8,28,7,14,14,23,7,9,5,22,8,9,5,19,27,14,10,27,9,10,16,24,7,6,7,19,13,7,5,18,23,18,,23,9,24,,23,4,10,1,19,10,11,
23656232330363,23,65623,2330363,2020-21,8,14,1,,10,8,2,,9,9,1,,8,12,1,,8,15,1,,10,9,1,,9,9,1,,9,10,1,,10,8,2,,7,11,2,,8,8,3,,10,7,2,
